,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
692,Gđica Jio je pozvala Nateove roditelje na konferenciju.,Rekla je da je Nate bio uznemirujući i da mu je trebalo lijek.,Nateovi roditelji su otišli kući i imali dug razgovor.,"Odveli su Nata kod doktora, koji im je rekao da nema lijekova.",Doktor je predložio da Jake umjesto toga pohađa savjetovanje.,"Roditeljima je dao recept, koji su odmah popunili.",1
693,Bilo je to nevjerojatno talijansko mjesto niz ulicu od Alice.,Išla je tamo gotovo svake nedjelje.,Ona voli tjesteninu koju služe tamo.,Jednog dana je pokušala otići tamo i saznala da su zatvoreni.,Alice je bila uznemirena što se mora zadovoljiti kineskom hranom.,Pozvala je sve svoje prijatelje da joj se pridruže u restoranu.,1
694,Ponestalo mi je rezanca.,Ušla sam u auto i požurila do trgovine.,Kupio sam svoju omiljenu marku rezanca.,Požurila sam kući.,Skuhala sam rezance.,Bacila sam rezance u smeće.,1
695,Pete se morao sastati sa svojim posrednikom.,Uskoro će kupiti kuću.,Pete nije mogao naći ugovor koji mu je dao njegov agent.,Pogledao je po cijeloj kući.,Našao ju je u garaži.,Pete je odlučio da je pravo vrijeme za putovanje u Vegas.,1
696,"Fred je volio zabavni park, ali nikad nije vozio roller coaster.",Prijatelji su ga ismijavali jer se boji visine.,Jednog dana u zabavnom parku odlučio se suočiti sa svojim strahovima.,Fred je vozio najbrži i najstrašniji roller coaster u parku!,Odlučio je otići kući i plakati.,Bio je tako sretan što je to učinio i još više je volio park.,2
697,Wendy je kupila ulje za kupku preko interneta.,Pogrešno je pročitala uputstva i nanesla je po cijelom tijelu.,"Na njen užas, koža joj je postala ružičasta.",Odmah se žalila tvrtki.,Wendy je sretno kupila još ulja za kupku.,Tvrtka je Wendy dala puni povrat i ispriku.,2
698,Jackson je uvijek izbjegavao piti alkohol.,Znao je da je alkohol nezdravo i da može narušiti rasuđivanje.,"Međutim, jednog dana ga je šef pozvao u bar na pivo.",Jackson je otkrio da voli okus piva.,Odlučio je imati dva.,E je ispljunuo pivo.,1
699,Žaba je bila gladna kasne večere.,Pogledao je preko jezera i ugledao muhu.,Žaba je tiho plivala do muhe.,"Nažalost, muha ga je vidjela kako dolazi i odletjela.",Žaba nikad nije imala tako pun želudac u cijelom svom životu.,Žaba je još uvijek bila gladna.,2
700,Oscar nikad nije napravio svoj krevet.,Njegova mama je uvijek htjela da to učini.,Konačno je odlučio početi da mu postavlja krevet.,Njegova mama je bila ponosna.,Dala mu je poslasticu.,Vikala je na njega.,1
701,Jednog dana sam hodao kroz šumu.,"Nekoliko metara dalje, vidio sam crvenu zmiju.",Odmah sam se smrznuo.,Počeo sam polako hodati unazad.,Onda sam trčao prema zmiji.,Zmija me je ugrizla.,2
702,Phil je osjetio nagon prvi put kada je dobio ruku u blackjacku.,Počeo je ići u kasino više puta tjedno.,Gubitke su mu se gomilale brže od pobjeda.,Za manje od godinu dana potpuno je ostao bez novca.,Bio je oduševljen zbog svojih dobitaka u kockanju.,Odlučio je da mora nešto poduzeti u vezi svoje ovisnosti.,2
703,Moj rođak me pitao da li je bilo točke u mom životu da je teško.,Izvukao sam fotokokokvir.,Slike su pokazivale trenutke kad sam bio u bolnici.,Objasnio sam joj da sam nekada bio pacijent s leukemijom.,"Plakala je i zagrlila me, divila se mojoj hrabrosti.","Izašla je u bijegu, tvrdeći da sam uvijek mijenjao temu.",1
704,Matthewova majka je bila zauzeta radom na računalu.,Matthew je vrištao.,Matthew je bio u nevolji.,Matthewova majka je popustila i napustila posao.,Matthewova majka je završila sav svoj rad na računalu.,Matthewova majka je stavila Matthew u njegov ugao.,2
705,Tine je htjela u trkački tim.,Nadala se da je dovoljno brza.,"Mjesec dana prije testiranja, trčala je sama.",Ustala je rano svako jutro da trči miljama.,Tine je ušao u tim s najboljim vremenom od svih.,Tine je sjedila na kauču i jela bombone umjesto da proba.,1
706,Nekada sam često lovio.,"Prošli put kad sam otišao kući, lovio sam noću.",Bio sam tiho dugo vremena.,Konačno sam vidio nešto kako se kreće u mraku.,Ignorirao sam to i otišao kući.,To je bio jelen kojeg sam uspješno uhvatio i ubio.,2
707,Jack i Chad su se spustili niz zid Velikog kanjona.,"Jack je stao da slika, nagnuo se da dobije dobar kut.",Jack je slučajno sjedio na kaktusu.,Sada su igle zaglavljene u Jackovim hlačama.,Trebalo je 20 minuta da se uklone igle i nastavi se penjati.,Jack je mogao da se penje bez ikakvih neprijatnosti.,1
708,"Amy, Lynn i Kim su otišle u trgovinu blizu Lynnine kuće.",Dok su tamo vidjeli Lynn je srušiti Jim.,Bio je dečko s torbama u trgovini.,Stali su i razgovarali s njim neko vrijeme.,Jim je pozvao Lynn na spoj.,Lynn je rekla Jimu da je neatraktivan.,1
709,Riley nije bila popularna u školi.,Nosila je smiješnu odjeću.,"Jednog dana, njena prijateljica je predložila da se preobraze.",Riley je pristala da se preoblikuje.,Riley je izgledala puno bolje i dobro je primljena.,Riley prestala biti prijatelji.,1
710,Ann je trudna.,Bila je vrlo uzbuđena kad je saznala za to jer je oduvijek željela bebu.,"Par mjeseci kasnije, imala je pobačaj.",Ona je duboko traumatizirana time.,Ann je slomljeno srce.,Ann je olakšana što nije trudna.,1
711,Aya je htjela biti manekenka.,Mislila je da ima šanse jer je bila mršava i lijepa.,Tako je ušla u godišnje natjecanje manekenki u svom gradu.,"Na njen šok, ona je pobijedila na natjecanju.",Aya je bila vrlo sretna zbog ishoda natjecanja.,Aya je bila vrlo uznemirena zbog ishoda natjecanja.,1
712,Jared je bio kažnjen na tjedan dana.,Nikad nije očistio sobu.,Roditelji su mu rekli da će dobiti slobodne dane za prašenje.,Šetao je okolo i prašio cijelu kuću.,Roditelji su mu dali tri dana odmora.,Roditelji su ga izbacili iz kuće.,1
713,Anna je jednog jutra hodala u školu.,Ušla je na pješački prelaz na glavnoj cesti.,Iznenada je uletjela u njega i udarila je.,Anna je bila slomljena i slomljena noga.,"Anna ih je tužila, ali nisu dobili ništa jer nisu imali osiguranje.",Anna je otišla u klub i plesala cijelu noć.,1
714,Dave je skupio svu svoju opremu za plažu.,Uzeo je slobodan dan samo da bi ga proveo na plaži.,Kad je izašao vani otkrio je da je bilo previše mračno.,Nebo je bilo puno crnih olujnih oblaka.,Dave je bio tako razočaran!,Dave je bio tako olakšan!,1
715,Ron i Kim su htjeli novu kuću.,Ron je odlučio raditi prekovremeno na poslu koliko god je mogao.,Za nekoliko godina je uštedio svu svoju nadčasnu plaću i imao puno gotovine.,"On i Kim su počeli kupovati novi, veći dom.",Kupili su lijepu kuću u novom susjedstvu.,Oboje su kupili sportske automobile s novcem.,1
716,Napisao sam e-knjigu koja je trebala naslovnicu.,Napravio sam nekoliko naslovnica knjiga u Photoshopu.,Podijelio sam svoje kreacije s nekoliko ljudi.,Pitao sam ljude da glasaju za naslovnicu A ili naslovnicu B.,Nemam računalo.,Većina ljudi je voljela naslovnicu A.,2
717,Kupili smo novi mačji stol prošli tjedan.,Stari je bio vrlo istrošen.,Naša mačka je vrlo izbirljiva.,Ako je post nije napravljen od sisal ona će ga odbiti.,Mačka je prihvatila novi stol napravljen od sisala.,Mačka je odbila novi stub od sisal.,1
718,Daniel je želio da se uspostavi kao pisac.,Daniel je napravio web stranicu na kojoj je mogao objaviti članak koji je napisao.,Web stranica je polako izgrađena i stekla pažnju.,Izgradnja i dobivanje bilo je previše sporo za Danijela da bi uspio.,Daniel je mrzio pisanje.,Daniel je morao dobiti pravi posao.,2
719,Jeff je držao loptu u ruci.,Gary je mašio rukama u zraku jer je bio otvoren za metak.,Jeff ga je ignorirao i pobjegao prema košaru.,Dva čuvara su mu prišla.,Čuvari su ukrali loptu od Jeffa.,Gary mi se zahvalio na brizi.,1
720,Tata nas je vodio u šumu na kamp.,Naučio nas je kako da se pali vatra sa štapovima.,Pomogao nam je da naučimo kako da sami pravimo šatore.,Zaspali smo brojeći zvijezde na nebu.,Nikada više nećemo kampirati.,Bilo nam je divno kampiranje.,2
721,Krajem tjedna sam išao na lokalnu tržnicu.,"Pošto je nekoliko predmeta bilo na prodaju, pogledao sam ih.",Neki su bili povrće i sok kontejneri za 50% popusta.,Uzeo sam nekoliko stvari i otišao na blagajnu.,Volio sam dobiti dobar posao.,Odlučio sam baciti svoju kuglu za kuglanje na pult.,1
722,"Joey je radila za sjajnu tvrtku, ali joj je smanjen radni sat.",Tvrtka je rekla da je moraju otpustiti i otpustila je.,Joey je odmah počeo tražiti drugi posao.,"Teško je našla posao, ali je sve pretražila.",Joey je napokon dobio poziv od poslodavca i dobio posao.,Joey je provela dane igrajući video igre.,1
723,Joe je živio usamljen život.,Nikad nije imao ništa drugo da radi osim da gleda TV.,Jednog dana je odlučio upoznati ljude na Craigslistu.,Mogao je steći nove prijatelje.,"Joe je naručio nove kabelske kanale, ali je i dalje bio nesretan.",Bio je mnogo sretniji sada kad je imao nekoliko drugara u svom životu.,2
724,Amy je bila vrlo pod stresom cijelo vrijeme.,Prijatelj joj je predložio da proba meditaciju.,"Amy je bila sumnjičava, ali je pristala da proba.","Otišla je na predavanje, dišala i fokusirala se.",Sljedećeg dana je počela predavati meditaciju.,To joj je pomoglo mentalno stanje neizmjerno.,2
725,Nya je pokušavala jesti zdravo i paziti na svoju težinu.,Ali jedne noći je želela hranu za utjehu.,Odlučila je naručiti prženog piletina i pire.,"Ona je jela masnu, masnu hranu sa uživanjem.",Nya je odlučila jesti istu stvar svaki dan.,Nya kasnije žali što je jela nezdravu hranu.,2
726,Moj cimer je bio bolestan.,"Ostala je kod kuće, bez posla i škole.",Cijeli dan je spavala.,"Na kraju dana, osjećala se bolje.",Odlučila je da joj je odmor pomogao.,Nadala se da će uskoro opet biti bolesna.,1
727,Ted i njegovi prijatelji su otišli u park da se popnu na planinu.,Počeli su pješačiti.,"Nakon dva sata, umorili su se i napravili pauzu.",Završili su pješačenje i bili na vrhu.,Ted je ušao u auto i odvezao se kući.,Pogled je bio sjajan i Ted je bio sretan što su došli.,2
728,U Floridi je obično mirno i toplo ujutro.,Jučer je bilo jako vjetrovito.,Palmi su toliko puhale da su iskrale prozore.,Uključio sam TV i upalilo se upozorenje na tornado!,Tornado je došao na 2 bloka od kuće!,Otišao sam se igrati.,1
729,U zadnje vrijeme sam bio na umjetničkom udaru.,Dobio sam knjigu s uputama za crtanje za Božić.,U knjizi je popis potreban za crtanje.,Otišao sam u dućan neki dan i kupio što mi je potrebno.,Odlučio sam da ne volim crtanje.,Otišao sam kući i vježbao crtanje.,2
730,Lisa je počela shvaćati da joj nije bilo drago učiti poslovno.,"Htjela je studirati umjetnost, ali je bila zabrinuta zbog zarađivanja novca.",Konačno je jednog dana imala hrabrosti da napusti školu.,Njeni prijatelji i obitelj su joj rekli da je ludost napustiti školu.,Lisa je još uvijek bila uvjerena da će je njen izbor usrećiti.,Lisa je diplomirala u poslovnom.,1
731,Mary je htjela ići na kasni film.,"Nažalost, imala je školu i stroge roditelje.",Čekala je da svi zaspe i ušuljala se van.,Gledala je film s prijateljima i odlično se provela.,"Kad su je roditelji uhvatili, bila je kažnjena.",Marijini prijatelji su bili vrlo razočarani njome.,1
732,Ivy je pozvana na nekonvencionalni spoj.,Njen zaljubljeni Peter je pozvao je na planinarenje!,Ivy se složila.,Otišli su u šumu i hodali satima.,Poslije su gledali zalazak sunca sa litice.,Ivy se vratila kući i više nikad nije razgovarala s Peterom.,1
733,Čovjek je otišao dizajnirati najvišu kulu na svijetu.,Nacrtao je planove da ga napravi dvostruko višim od sadašnjeg najvišeg.,Odnio je planove graditelju.,Graditelj ga je pitao koliko visok da izgradi toranj.,Čovjek nije bio projektant zgrada.,Čovjek je izgradio toranj i bio je veličanstven.,2
734,Lauren i njezine sestre su u posjeti Jacksonville Florida ovaj tjedan.,Na posljednji dan putovanja žele se zajedno slikati.,Lauren i njene sestre poziraju ispred slatkog kafića.,Ona je napravila sliku i poslala je svakom od sestara.,Zapazila je koliko su ona i njena sestra slični.,Rastrgala je sliku i bacila je.,1
735,Liz je čuvala petogodišnjeg dječaka.,Htio je igrati se skrivača.,"Našla ga je nekoliko puta, ali onda je nestao.",Postala je panična dok je pretraživala kuću za njim.,Liz je dosadila igru i odmarala se.,"Kad ga je čula kako se smije iz ormara, Liz je bila olakšana.",2
736,Mark je kasnio na posao.,Pokušao je doći na vrijeme vozeći brzinom iznad ograničenja.,Prometni policajac ga je zaustavio.,Dobio je kaznu za brzu vožnju.,Mark je kasnio na posao.,Mark je rano otišao na posao.,1
737,Amy je oduvijek htjela svirati flautu.,Prvi dan u bendu rekla je učitelju.,Ona je vježbala na flautu svaki dan tjedan dana.,Bilo je strašno teško svirati flautu.,Amy je bila vrlo posvećena.,Amy se nije baš interesirala za flautu.,1
738,Bryan je kupovao voće za svoju obitelj.,"Pogledao je kroz cijelu prolazu, ali nije mogao odlučiti na voće.","Njegova žena mrzila grožđe, njegova kći mrzila jabuke.",Čak je i njegov sin bio izbirljiv u jelu voća!,Bryan je kupio tjesteninu.,Bryan je odlučio kupiti banane.,2
739,Emily je odvela dijete u zoološki vrt.,"Vidjeli su mnoge životinje, uključujući lavove.",Njeno dijete se jako bojalo lavova.,Počeo je vrištati i plakati.,Emilyino dijete je prošlo bliže lavovima.,Emily je pokupila svoje dijete da ga utješiti.,2
740,Kim bi mogla imati štene ako bi u igri postigla košaru.,Cijeli dan je vježbala kod kuće.,Vježbala je u teretani nakon škole sa svojim timom.,Konačno je došao dan velike utakmice.,Kim je postigla košaru i dobila štene.,Kim je bila uznemirena kad je njena obitelj dobila štene.,1
741,Karen je igrala softball.,Njen tim nije bio baš dobar.,Njen trener im je dao vrlo inspirativni govor.,Svi su počeli vježbati i puno više raditi.,Karen se poboljšala s timom.,"Nakon što je čula govor, Karen se osjećala neuračunljivo.",1
742,Kayla nije bila na društvenom događaju skoro tri godine.,Ona je patila od uznemirujuće anksioznosti.,"Što je duže bila bez interakcije, to je bilo teže.",Brat je bio nervozan zbog nje i odveo ju je kod terapeuta.,Kayla je mislila da je to bio najbolji spoj koji je imala.,Kayla je rekla terapeutu da je suicidalna i zatražila pomoć.,2
743,Ricky je pao dok je planinario u šumi.,Bio je prestrašen!,Mislio je da je pao u komad otrovnog bršljan.,Onda je pomoću svog vodiča prirode identificirao biljku.,Olakšao mu se kad je saznao da je pogriješio.,Ricky je bio mokar od pada u jezeru.,1
744,Moj muž voli sladoled Blue Belle.,Nedavno je Blue Belle povukla proizvodnju.,"Moj sin radi u Krogeru, nedavno su imali sastanak o Plavoj Belle.",Sladoled Blue Belle stigao je u Kroger prošlog tjedna.,Moj muž je tako zahvalan!,Moj muž je tako razočaran!,1
745,Oni nikada nije nastupio pred publikom.,Ali on je ušao u natječaj nadajući se da će osvojiti glavnu nagradu.,Mislio je da će dati sve od sebe.,Oni je pjevao u predstavi i svi su pljeskali.,Oni je pobijedio na natjecanju talenta sa svojim sjajnim pjevanjem.,Oni je rekao da se ne vraća.,1
746,Ralph mrzi kupovinu.,Njegova mama ga tjera da ide.,Tamo su dugo vremena.,Ralph pomaže svojoj mami da unese i isporuči namirnice.,Ralphova mama ga kažnjava jer je odbio pomoći.,Iznenadio se kad mu je majka dala novac za pomoć.,2
747,Kayla je posudila knjigu od svoje sestre.,Odnijela je knjigu u kafić da je pročita.,Kayla je slučajno prolila malo vanilije na knjigu.,Odmah je otišla kući da obavijesti svoju sestru.,Kayla je bila jedino dijete.,Njen sestra je bila luda!,2
748,Lenny je htio gledati film.,Vozio je do lokalnog holivudskog videa.,Lenny je iznajmio tri horor filma.,Lenny je otišao do susjeda i kupio pizzu iz trgovine.,Vratio se kući i gledao sve njegove filmove.,"Kad je došao kući, pripremio se vratiti svoja tri filma.",1
749,Laura je ispričala priču o spaljivanju grudnjaka u 60-ima.,Publika je poludila nakon što je saznala ove osobne informacije.,Laura je uvjerila publiku da je to bilo davno.,Ona je stavila svoju ponudu za predsjednika.,Laura je tada bila optužena od strane države.,Laura je onda izabrana od strane zemlje.,2
750,Charlie je htio biti policajac na Havajima.,Prošao je testove i dobio posao u Honoluluu.,Charlie je volio interakciju s zajednicom.,Charlie nije volio količinu korupcije u policiji.,Charlie je počeo uzimati mito.,Charlie se zakleo da će promijeniti stvari ako bude postavljen za šefa.,2
751,Imao sam dva psa koji su bili vrlo bliski.,Stariji pas se razbolio i bio je uspavan.,Mlađi pas je bio vrlo usamljen.,Došao je susjedov pas da se igra.,Naš pas uživa u tome što ima kuću za sebe.,Naš pas se osjeća puno bolje igrajući se s drugim psom.,2
752,Seanovi cimeri primjećuju da njegova odjeća i krevet počinju da smrde.,Kažu mu da treba uskoro oprati rublje.,"Sean se isprva protivi, ali na kraju počisti rublje.",Njegovi cimeri su zahvalni što Sean više ne smrdi tako loše.,Seanovi cimeri su se jako naljutili što nije slušao.,Kažu mu da nikad ne čeka toliko dugo da prati rublje.,2
753,"Moja prijateljica želi biti liječnica, pa je pohađala MCAT.","Kad je prvi put prošla test, nije dobila dovoljno dobru ocjenu.",Jako je naporno učila i opet je pohađala.,Ovaj put je dobro prošla!,"Nikada više nije razgovarala o tome, i nije postala liječnica.",Odveli smo je na piće da proslavimo.,2
754,Kelly je otišla na more da se opusti.,Odmah je otišao i stavio noge u.,"No, kad je stavila noge u vodu, val ju je uhvatio.",Odjeća joj je bila mokra.,Kelly je otišla kući da se presvuče u suhu odjeću.,Kelly je bila sretna što je imala mokru odjeću.,1
755,Ben je bio uzbuđen što će prvi put ići na pecanje sa svojim djedom.,"Međutim, smatrao je da je stavljanje crva na udicu odvratno.",Slučajno je i on ubodnuo prst jednom od kuka.,Ben je ubrzo shvatio da ribolov nije za njega.,Ben je pitao djeda kada mogu idući put ići na pecanje.,Ben je pitao djeda mogu li gledati film umjesto toga.,2
756,Amelia se spremala za sastanak u finom talijanskom restoranu.,Amelijin prijatelj ju je poslao na spoj slijepo tjedan dana ranije.,Došla je ranije u restoran i čekala svog dečka.,"Prošlo je trideset minuta, a njezin dečko se nije pojavio.",Amelia se vratila kući.,Amelia je bila jako sretna.,1
757,Mama je stvarno htjela da se slika dječak sa Djedom Mrazom.,Dečko se uplašio i odbio je.,Majka je rekla dječaku da je Djed Mraz odgovoran za donoseći poklone.,To je dječaku promijenilo mišljenje.,Dečko se nadao da će dobiti puno poklona od Deda Mraza!,Dečko je otišao bez da ga slikaju.,1
758,Stewart je pokušao završiti svoj omiljeni zadatak prije odlaska u krevet.,Bio je toliko zaokupljen da je zaboravio da pali vatru.,"Drhtao je, a onda je stavio gomilu deke oko sebe.",Postao je vrlo toplo i zadovoljstvo.,"Kad se probudio, bilo je ledeno.",Stewart je bio sretan što je zapamtio da će održavati vatru.,1
759,Anthony je htio naučiti španjolski.,Našao je kurs španjolskog na internetu i upisao se.,Anthony je marljivo proučavao i na kraju je naučio jezik.,Anthony sada tečno govori španjolski.,Anthony je bio uspješan zbog svojih jezičkih sposobnosti.,Anthony nije mogao pravilno zapisati jezik.,1
760,Amy je otišla u trgovinu nakon posla.,Imala je kratku listu stvari koje je trebala kupiti.,Polovina stvari je nestala.,Amy je morala u drugu trgovinu.,Kupila je dvije suknje i bluzu.,Nakon toga je mogla otići kući i skuhati dobar obrok.,2
761,Joanie je spremna da si osuši kosu za spoj.,Bila je uznemirena kad je otkrila da joj nedostaje sušilica.,Onda je Joanie čula poznati zvuk koji je dolazio izvana.,Vidjela je brata kako koristi sušilicu.,Joanie je bila zadovoljna sa svojim bratom.,Joanie je trčala van da se suoči sa svojim bratom.,2
762,Cornelia odluči da želi preurediti svoj stan.,Njen krevet je stajao pored zida već mnogo godina.,Cornelia pomakne krevet da bi sjedila pored prozora.,"Kada su prijatelji vidjeli novi aranžman, oduševili su se.",Cornelia je zatim premjestila krevet na svoje mjesto.,Uskoro su sve njene prijateljice tako raspoređile svoje krevete.,2
763,Tim je volio svoj motor.,Vozio ga je kad god je mogao.,Sve do prošlog tjedna kada je bio u nesreći.,Sada ga skoro nikad ne jaše.,Tim se osjeća sigurno kada vozi svoj motor.,Tim se boji voziti svoj motor.,2
764,Wendy je dobila svoj prvi posao kao medicinska sestra u domu za starije.,Stvarno je voljela svoj posao i povezivala se sa stanarima.,Stvarno je uživala u razgovoru sa jednom staricom.,"Jednog dana, gospođa joj je pokazala slike svoje djece.",Wendy je pobjegla iz sobe plačući.,Wendy je uživala u gledanju fotografija.,2
765,Tom i Jake su otišli na koncert.,Bili su na koncertu benda kojeg vole.,Otišli su u opće prihvatno područje.,Neki vrlo visoki ljudi su stajali tako da nisu mogli vidjeti ništa.,Tom i Jake tada nisu mogli vidjeti svoj omiljeni bend.,Tom i Jake su uživali u lijepom pogledu.,1
766,Lester je bio ponosan što je proveo godine bez mobitela.,Volio je misliti da je manje ovisan o tehnologiji od drugih.,"Međutim, jednog dana mu je pukla guma u autu i poželjeli su da imaju telefon.",Nije htio da opet prođe kroz takvo iskustvo.,Lester je nastavio život bez mobitela.,Lester je otišao i kupio najbolji mobitel koji je mogao priuštiti.,2
767,Ben je trebao promijeniti ulje u autu.,Znao je da su skupe.,Onda je vidio kupon u novinama.,Ben ga je izrezao i odnio u garažu.,Ben je uspio promijeniti ulje.,Ben je prodao bubreg za crack.,1
768,Probudio sam se gladan.,"Nalila sam zdjelu žitarica, ali nisam imala mlijeka.",Nakon razmišljanja o korištenju vode odlučio sam otići u dućan.,Otišao sam do ugla i dobio pola galona od 2%.,Došao sam kući i pojeo žitarice.,Došao sam kući i pojeo pizzu.,1
769,Anna je imala akvarij za ribe.,U njoj je držala samo koral.,Onda je odlučila da želi i ribu.,Kupila je nekoliko malih ribica klovn i okidače.,Anna je ubrzo vratila ribu u trgovinu.,Sada Anna ima raznolik rezervoar s ribama i koralom.,2
770,Holly je bila lijepa crna mačka koju je Lee jako volio.,"Nažalost, Holy je postala jako bolesna i Lee ju je morao uspavati.",Lee je bio jako tužan što mu nedostaje Holly svaki dan.,"Jednog dana, ubrzo nakon što se crna mačka pojavila na Leejevim vratima.",Lee je odlučio posvojiti štene.,Lee je odlučio posvojiti mačića.,2
771,Bob je trebao novi par čarapa.,Otišao je u trgovinu da ih kupi.,U trgovini je bila velika rasprodaja.,Kupovao je puno dobrih stvari.,Bob je stvarno uživao u kupovini.,Bob je sve vratio sljedećeg dana.,1
772,Mladi Reggie je volio igrati i gledati američki nogomet.,Njegov omiljeni igrač je bio Jamal Lewis.,Bio je na Salt Lake aerodromu sa svojom obitelji i vidio svog heroja.,Otišao je do njega i rekao da će i on igrati profesionalni nogomet.,Jamal Lewis mu je dao osobni savjet i poželjeli mu najbolje.,Mladi Reggie mu je rekao da ga se kloni.,1
773,Ella je našla malog crvenca na zemlji.,Znala je da je sigurno pao iz gnijezda.,Pažljivo ju je umotala i napravila je sigurnim domom.,Onda ga je ručno hranila crvima.,Volela je brinuti o crvenokrvcu.,Ali više nije htjela crvenokosica.,1
774,Odlučio sam dati otkaz.,Napisao sam ostavku.,Tiho sam otišao u ured i predao ga.,Dao sam otkaz.,Sada sam slobodan da se bavim karijerom koja će me učiniti sretnim.,Sutra se vraćam na posao.,1
775,Stavio sam crnu plastičnu ružu u vazu s vodom.,Ostavio sam ga na polici nekoliko tjedana.,Deset ljudi me pitao o tome.,"Htjeli su znati zašto imam zalijevan, lažni cvijet.","Iskreno, ni ja nisam znao zašto.",Nakon nekoliko tjedana cvijet je umro.,1
776,Ben je odlučio da se oduševi kavom.,Platio je kavu debitnom karticom.,"Kasnije, banka ga je nazvala i rekla da je preplatio račun.",Objasnili su mu da mora platiti kaznu od trideset dolara.,Ben je bio frustriran zbog dodatnog naplate.,Ben je bio sretan nakon što je dobio poziv iz banke.,1
777,Chris je bio na svom drugom odmoru u tjednu.,"Šetajući po aerodromu, odlučio je iskoristiti ovo vrijeme.","Instalirajući aplikaciju na svoj telefon, počeo je vježbati francuski.",Drugi posjetitelj aerodroma ga je čuo i ponudio mu pomoć.,Pokrovitelj je pomogao Chrisu da nauči osnovni francuski.,Gospodar nije razumio Chrisa jer je govorio samo kineski.,1
778,"Kad sam bio klinac, Google je počeo prvi put.",Sjećam se da sam pitao tatu kako koristiti stranicu.,Pokazao mi je kako da kucam i pretražujem sve što želim.,Bio sam oduševljen i svaki dan sam se zabavljao za svojim stolom.,Puno sam naučio od Googlea.,Brzo se ljutim na to.,1
779,Jeff je bio za unapređenje za koje je morao ići na razgovor.,"Otišao je kući i učio jako naporno, zapamtio svoje odgovore.",Pripremao se mnogo dana dok se nije osjećao spremnim za razgovor.,Otišao je na razgovor i prošao je sa odličnim rezultatima!,Bio je zadovoljan kad je dobio unapređenje.,Shvatio je da mora dati otkaz.,1
780,Ritz je rođen u velikom vratu od 12 drugih štenaca.,"Kad je imao osam tjedana, odveli su ga u lijepu obitelj.",Dobro su ga odgojili i imao je sretan život.,Stvari su se promijenile jednog dana za Ritza kad je njegov vlasnik dobio rak.,Ritz je ostao siroče i morao je biti poslat u sklonište.,Njegov vlasnik je počeo trčati 12 milja dnevno.,1
781,Mia je voljela biti vani.,"Jedno ljeto, odlučila je ići planinarenje.",Pridružila se klubu ljudi koji su zajedno penjali planine.,Popeli su se na najvišu planinu u njenom području.,Mia se super zabavila.,Mia je željela da je mogla biti unutra.,1
782,Fredov šef ga je pozvao u ured na benzinskoj pumpi.,Rekao je Fredu da su vremena teška i da ga je morao otpustiti.,Fred se zbog toga jako naljutio.,Zgrabio je šefa za ovratnik i bacio ga na zemlju.,Fredov šef ga je zagrlio.,Fredov kolega koji ga je vidio kako napada šefa pozvao je policiju.,2
783,Moja šogorka pokušava uštedjeti novac.,Nedavno je udovica koja živi od penzije.,Nedavno je vratila dvije od tri kablovske kutije.,Rekao sam joj da antene rade dobro sada kada su emisije HD.,Kupila je još kablovskih kutija.,Bila je sretna što je to čula.,2
784,Victor je uvijek bio ponosan na to da proba nove namirnice.,"Međutim, on nikada nije jeo pistaciju.",Jednog dana kupi staklenku pistacija da bi jeo kod kuće.,Voli njihov okus.,Victor odlučuje da počne redovito kupovati pistacije.,Victor shvaća da je zaboravio svoju majicu u teretani.,1
785,Sharon je godinama čuvalo vreću nepoznatog sjemena.,Jednog dana je odlučila posaditi sjeme.,"Sharon ih je stavila u sadnice, vjerujući da će biti male biljke.",Sharon nije mogla biti više u krivu u svojoj pretpostavci!,Otvorila je pivo i popila gutljaj.,Na kraju su postale ogromne biljke.,2
786,Bilo je prekrasan dan vani.,Emily je htjela iskoristiti lijepo vrijeme.,Odlučila je otići u park.,Emily je bila razočarana kad je saznala da joj auto ne može da se upali.,Zamolila je susjedu da joj pomogne.,Odvezla je svoj auto do mehaničara da ga pogleda.,1
787,Tom je bio umoran od svakodnevnog života.,Pa je odlučio da se skloni.,"Prvi tjedan je bio u redu, ali ubrzo mu je ponestalo vode.",Patil je dva dana i još uvijek nije mogao naći.,Tom se vratio na mrežu.,Tom je volio ideju posta.,1
788,Tim je htio naučiti astronomiju.,Htio je otići u svemir.,Ali bio je premlad da bi bio astronaut.,Ova vijest ga je rastužila.,Tim je puno radio u školi da bi postao jedan od njih.,Tim je mrzio Marsa.,1
789,Moja šogorka radi u centru za starije.,Ona je konobarica.,Dala nam je kalendar iz centra.,Pokazao ju je obučen za Dan Svetog Patrika.,Svi smo mislili da je moja sestra bila smiješna u toj odjeći.,Moja sestra je nešto skrivala od nas.,1
790,Fred je odlučio kupiti dionice Applea.,Cijena dionica je bila 90 dolara kada ju je kupio.,"Srećom, jučer su imali dobru zaradu.",Dionice su se onda popile na 100 dolara.,Fred je žalio što je kupio dionice.,Fred je bio jako sretan.,2
