,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
842,Bob pracoval na Mechanical Turk.,Dostal bonus 50 dolárov.,"Bob bol šťastný, pretože to bol najväčší bonus, aký kedy dostal.","Bob si nasadil okuliare a uvedomil si, že to bolo vlastne päť dolárov.",Bob bol ešte šťastnejší ako predtým.,"Bob bol stále šťastný, ale menej nadšený.",2
843,Mama nechcela dnes variť večeru.,Všetci sme boli veľmi hladní.,"Povedala nám, aby sme sa o seba postarali.",Dnes sme na večeru jedli studené cereálie.,Všetci sme boli veľmi rozrušení.,"Bolo to najlepšie jedlo, aké sme kedy jedli.",1
844,Maryina rodina sa zišla na večeru v klube.,Všetci tam mali byť okrem Maryina starého otca.,"Mary bola smutná, že celá rodina nebude spolu.","Keď prišla do klubu, bola prekvapená, že vidí svojho starého otca!",Mária bola tak rozrušená!,Mária bola taká šťastná!,2
845,"Deti sa vnútri hrali, keď počuli hudbu.",Bežali k svojej matke a prosili o drobné.,Dala im pár dolárov.,"Bežali von, aby dohnali dodávku zmrzliny.",Deti hodili peniaze na ulicu.,Deti s nadšením kúpili šišky zmrzliny.,2
846,Chceli sme ísť na pláž jeden víkend.,"Po tom, čo sme sa o tom porozprávali, sme nechceli šoférovať.",Začali sme hľadať letenku na internete.,Kúpili sme si lacný lístok a vyrazili na letisko.,Vylezli sme na let na pláž.,"Rozhodli sme sa, že budeme pokračovať v jazde okolo letiska až k pláži.",1
847,Susan sa zobudila skoro.,Pred prácou musela nakŕmiť zvieratá.,"Zistila, že jej králik má zajačiky.","Susan bola veľmi potešená, keď ich videla.",Susan odišla veľmi nahnevaná.,Susan sa o nich dobre starala.,2
848,Vždy sa snažím ísť do postele načas.,Včera večer som sa pozerala na novú televíznu show.,"Než som si to uvedomil, bolo už neskoro.",Mala som už dávno spať.,Televízna show ma do toho zapáčila.,Nenávidela som ten seriál.,1
849,Howard sa jedného rána cítil šťastný.,Rozhodol sa stráviť celý deň užívaním si života.,Celý deň počas práce komplimentoval svojich spolupracovníkov.,"Keď prišiel domov, vzal svoju rodinu na film a večeru.","Howard bol šťastný, že mal taký dobrý deň.",Howard sedel a plakal celú dobu.,1
850,Muž prišiel na stavenisko kvôli svojej práci.,"Oblečil si čiapku, vzal si náradie a vošiel na stavenisko.","Keď kráčal, spadol veľký tehál a udrel ho do hlavy.",Muž bol omráčený a jeho spolupracovníci mu behali na pomoc.,Jeho kolegovia ho odviedli do bezpečia a zavolali lekára.,Muž začal bežať k nim.,1
851,Trentova rodina vlastnila obchod s kempingovými potrebami.,Trent však táborenie nenávidel.,Každé leto ho rodičia nútili ísť na kempovanie.,Toto leto bol Trent zodpovedný za udržanie ohňa v vetre.,Trent si vzal dve džbány sangrie do izby svojich rodičov.,Trent bol nedbalý a spôsobil obrovský požiar.,2
852,George sa rozhodol kúpiť televízor.,"Našiel veľmi peknú televíziu, ktorú chcel a šiel si ju vyzdvihnúť.",O pár dní neskôr sa George prebudil k prekvapeniu.,Ukradli mu televízor.,"Povedal to polícii, ktorá povedala, že to pravdepodobne nenájde.","Všetko sa vyvrátilo tak, ako dúfal.",1
853,"Tommy mal 17 rokov, keď si farbil vlasy ružové.","Myslel si, že je to punk a cool.",Niektorí z jeho priateľov súhlasili.,"Jeho rodičia si mysleli, že je to hlúpe.","Páčil sa im nový vzhľad, ktorý si vybral Tommy.","Donútili Tommyho, aby si oholil hlavu.",2
854,Robbie hľadala pomoc pri vytrhovaní auta zo snehu.,"Napísala to na Facebooku, dúfajúc, že to niekto uvidí.",Cameron videl ten príspevok a cítil súcit s Robbie a jej autom.,"Keďže mal voľno, Cameron povedal, že môže pomôcť.",Cameron prišiel a pomohol Robbieho s lopatou.,Cameron išiel do kina a pozrel Ghostbusters.,1
855,Ronald si vykopal topánky a ľahol si na gauč na zdriemnutie.,"Keď sa zobudil, šiel si obuť topánky.","Ale nemohol ich spájať, pretože struny chýbali!","Všade ich hľadal, ale nemohol ich nájsť.",Ronald si obliekol topánky a zaviazal ich.,Ronald šiel hľadať ďalšie šnúrky.,2
856,"Sara zistila, že čaká dieťa.",Prežila deväť mesiacov tehotenstva.,Jedného dňa jej praskla voda a odviezli ju do nemocnice.,Sara mala pôrod 4 hodiny.,Sara mala chlapca.,Sara si zdriemla.,1
857,Minulý rok si môj strýko kúpil detektor kovov.,Každý víkend si s ním chodí na pláž.,Pred pár mesiacmi našiel Rolex.,Bolo to pár stoviek dolárov.,Môj strýko nenávidí pláž.,Môj strýko má svoje hobby.,2
858,"Bola som do San Francisca, starať sa o svojho 5-ročného synovca.","Moja sestra ma povzbudila, aby som jej dieťa do školy odviezla na bicykli.",Bál som sa prejsť cez mesto na bicykli s mojím synovcom.,Namiesto toho sme prešli parkom Golden Gate na pláži a do zoo.,Nemám sestru.,Skvelé chvíle!,2
859,Aliceine priatelia ju pozvali na obed.,Išla za nimi do reštaurácie.,"Priatelia jej čakali pri stole, ale už si objednali.","Keď mala jedlo, oni už boli hotoví.","Alice cítila, že jej priatelia boli trochu bezohľadní.","Alice cítila, že jej priatelia sú veľmi pozorní.",1
860,S deťmi sme navštívili miestny úkryt pre zvieratá.,Pozreli sme sa na šteniatka a mačiatka v ich klietkach.,Moje dcéry si vybrali priateľského šteniatka.,Hrali sa s ňou a trie jej brucho.,adoptoval som to šteniatko pre moju dcéru.,Rozhodol som sa jej kúpiť čokoládovú tyčinku.,1
861,Mario vstal z postele.,Dnes bol jeho svadobný deň a už mal motýle.,Ohol sa a sprchoval sa šťastne.,Obliekol sa a išiel do kostola.,Bol to najlepší deň jeho života.,Mario strávil popoludnie lovením motýľov v parku.,1
862,Zekeovi bolo unavené žiť v Amerike.,Rozhodol sa presťahovať na Cozumel.,Išiel na pláž Cozumel a kúpil nejaké pozemky.,Zeke sa rozhodol postaviť si na tom pozemku dom.,Zeke sa potom šťastne presťahoval do Ameriky.,Zeke žil svoj život veľmi šťastne.,2
863,Kelly chcela byť v námorníctve.,Spýtala sa na to náborárky.,"Poradil jej, aby vyplnila žiadosť.",Vyplnila ho a odovzdala.,Námorníctvo sa k nej okamžite vrátilo.,A americká armáda sa k nej vrátila.,1
864,Gina bola v jedálni na novej škole.,V celej škole poznala len dvoch ľudí.,Ani jeden z nich nebol v tejto jedálni.,Zobrala si jedlo a išla von.,Gina mala skvelý deň.,Gina sa cítila veľmi osamelá.,2
865,Dnes sme sa previezli lietadlom.,"Lietadlo bolo veľmi veľké, bál som sa.","Keď sme nastúpili do lietadla, mama mi povedala, že to bude zábava.","Lietadlo vydávalo veľa hlasných zvukov, ale nebolo to zlé.","Sľúbil som si, že už nikdy nelietam.",Už sa nebojím lietadiel.,2
866,Adam potreboval novú baseballovú čiapku.,Pozrel sa na internete na rôzne klobúky.,Vybral si perfektný klobúk a objednal si ho.,"Bol tak nadšený, že ju dostal.",Hodil krabicu do skrine.,A otvoril ju hneď ako sa tam dostala.,2
867,Ted a Beth plánujú svadbu spolu.,"Všimli si, že nemusia mať dosť na zaplatenie.","Ted požiadal svojich rodičov, aby mu pomohli platiť a oni súhlasili.",Beth urobila to isté so svojimi rodičmi a tiež dostala nejaké peniaze navyše.,Ich rodičia ich milujú.,Minuli peniaze na cukríky.,1
868,Cindy vstala z postele.,Ale nemohla nájsť svoje papuče.,"Namiesto toho, aby som si spravila raňajky, strávila som celý deň hľadaním.",Vzdala sa a objednala si ďalšie.,Tiež si objednala iPhone.,"Našťastie, tie nové boli pohodlnejšie ako tie staré.",2
869,Neil práve prišiel do Paríža.,"Nemohol sa dočkať, až uvidí všetku tú kultúru!",Prvý deň strávil pri výtvarných dielach.,Navštívil tri múzeá za jediný deň!,"Neil bol veľmi šťastný a spokojný, že ho mohol navštíviť.",Neil minul všetky svoje peniaze príliš rýchlo a nikdy nevidel umenie znova.,1
870,Jessica sa chystala absolvovať vysokú školu.,"Veľmi tvrdo pracovala v škole a myslela si, že si zaslúži odmenu.","Jej otec vedel, že Jessica chce dovolenku.",V deň jej maturity ju otec prekvapil lístkami.,Jessica bola veľmi šťastná.,Jessica bola na svojho otca veľmi nahnevaná.,1
871,Tim bol príliš vysoký na všetky jeho nohavice.,Nemohol nájsť dobré oblečenie na výlet do parku!,"Všetko mu spôsobilo, že jeho nohy vyzerali príliš dlho a hlúpo.","Potom sa rozhodol, že si prefarbí džínsy na šortky.",Tim sa rozhodol zostať doma a pozerať telku.,Tim si obliekol džínsy do parku.,2
872,Sandy si kúpila novú posteľ.,"Musela si upratať izbu, kým prídu doručovači.",Tiež sa musela zbaviť svojej starej postele.,Jej priateľ Jim chcel jej starú posteľ.,Sandy vyhodila svoju posteľ.,Sandy Jim predala svoju starú posteľ.,2
873,Na vysokej som mala pár hrozných profesorov.,"Nevedeli, ako učiť študentov.",Tak som sa naučil učiť sám seba.,"Namiesto toho, aby som išla do triedy, išla som do knižnice a urobila presne to.",Miloval som všetkých svojich profesorov.,Učenie sa mi pomohlo dostať sa pred ostatných študentov.,2
874,"Timmy vedel o tom roztomilom dievčati, s ktorým chodil do školy.",Jedného dňa ju sledoval domov.,"Zastavila sa na rohu, keď ju sledoval.","Timmy si uvedomil, že ho chytili a nebol si istý, čo má robiť.",Pozdravil ma a začali sa rozprávať.,Ponoril sa do chladnej vody.,1
875,Neil bol na návšteve Egypta.,Prešiel sa pozrieť na Veľké pyramídy.,Pozrel sa na nich s úctou.,Boli také obrovské a zdobené!,Neil bol fascinovaný rozsahom a krásou pyramíd.,"Neil sa nemohol dočkať, až sa vráti do hotela, aby mohol pozerať telku.",1
876,Jen zaspala s bielidlom vo vlasoch.,"Chcela to nechať len asi 5 minút, nie takmer hodinu.","Keď ju oplavila, jej vlasy boli biele s modrým odtieňom.","Bola v panike, ale jej matka povedala, že to môžu opraviť.",Jen si dala do vlasov viac bielidla.,Jenina matka jej opravila zmenené vlasy.,2
877,"Doug bol smutný, že bol Štedrý večer a nebol tam žiadny sneh.",Doug chcel iba biele Vianoce.,Modlil sa k Bohu za sneh a išiel spať.,"Keď sa ráno zobudil, izba bola plná svetla.",Doug sa pozrel z okna a videl bielu snehovú pokrývku.,Doug nenašiel žiadny sneh a bol okamžite nadšený.,1
878,Sheryl pracovala ako kurátorka múzea.,"Jej rodina jej povedala, že má nudnú prácu.","Snažila sa im povedať, že musí pracovať s živou históriou.","Snažila sa povedať, že ich kancelárske práce boli oveľa horšie.",Sheryl bola hrdá na svoju prácu ako kurátorka múzea.,"Sheryl bola v depresii, že je kurátorka múzea.",1
879,"Joe sa natiahol, keď sa prevrátil v posteli.","Jeho hodiny ukazovali, že je 10 hodín.","Vyskočil z postele, zpanikařil.",Jeho budík nevybuchol.,Joe meškal do práce.,Joe sa vrátil spať.,1
880,"Nedova žena povedala, že ticho zomrel v spánku.","Jeho žena povedala všetkým svojim priateľom, že nevedela, že je chorý.","Prisahala, že to bola tá najdivnejšia vec, akú kedy videla.",Polícia jej príbeh neuverila a zatkla ju.,Polícia ju nepresvedčila.,Najala si obhajcu.,2
881,Jackie bola dnes prijatá do nemocnice.,Jej dieťa sa má narodiť.,"Jej manžel prišiel z práce, aby ju utešil.",Po 48 hodinách pôrodu jej dieťa vyšlo.,Jackie a jej manžel boli veľmi šťastní.,Jackie bola veľmi skľúčená.,1
882,Moja rodina chcela domáceho maznáčika.,V sobotu sme boli v obchode so zvieratami.,Videli sme veľa psov a mačiat.,Zamilovali sme sa do roztomilého čierneho mačiatka.,Kúpili sme chihuahua.,Kúpili sme mačiatko.,2
883,Joeova sestra si vždy nechávala svoje testy vyvesené na chladničku.,Vždy dostala samé.,Joe nikdy nedostal jedničku.,"Bol hrdý, keď prišiel domov s piatkou z domácích úloh z pravopisu.",Jeho sestra mu pogratulovala.,Bol smutný celý zvyšok dňa.,1
884,Adam a Angel sa chceli odsťahovať a mať svoje vlastné miesto.,Týždne hľadali byty na internete.,"Našli pár bytov, ktoré sa im celkom páčili.","Šli a pozreli sa na byty, ktoré si vybrali.",Nakoniec sa rozhodli pre byt.,Potom sa rozišli.,1
885,Greta mala desať rokov.,Chcela zorganizovať narodeninovú párty.,Greta rozdelila pozvánky na večierok v škole.,"Keď prišiel deň oslavy, nikto sa neukázal.","Greta bola šťastná, že sa nikto neukázal.","Greta bola veľmi smutná, ale jej rodičia ju rozveselovali.",2
886,Shari mala obavy.,"Jej svadba bola zajtra, a bol to otvorený obrad.",Ale predpovedali dážď!,"Našťastie, svadobný deň nakoniec vyšiel jasný a slnečný.",Oslavy prebiehali bez problémov.,Všetci hostia boli pokrytí snehom.,1
887,"Amy bola nadšená, že je Štedrý večer.",Bola veľmi dobrá celý rok.,Dala zoznam svojich obľúbených hračiek Santovi v nákupnom centre.,"Povedal jej, že dostane všetko, čo bude chcieť.",Amy vôbec nemala rada Vianoce.,"Na Vianoce dostala Amy presne to, čo dúfala, že dostane.",2
888,Anna sa celé leto starala o záhradu.,Šla von na žatvu.,Všetky jej ovocie a zelenina boli pripravené!,Vybral ich jedného po druhom.,Anna nemá rada zeleninu.,Mala hojnú úrodu.,2
889,Kim spustila zubnú kefku do záchodu.,"Bola znechutená myšlienkou, že by sa jej dala do ruky, aby ju vytiahla.",Vzala zo zásuvky nôh.,"Vždy keď mala kefku na zuby, spadla jej.",Kim si dokončila čistenie zubov a usmiala sa.,"Kim sa rozhodla, že je to znamenie, aby si kúpila novú zubnú kefku.",2
890,Hannahiny rodičia ju zapísali na hodiny klavíru.,Po prvej lekcii klavíra sa Hannah cítila skľúčená.,"Snažila sa cvičiť tak tvrdo, ako len mohla.",Hannah nemohla správne ovládať prsty.,Hannah milovala svoje prsty.,Hannah sa vzdala klavíra.,2
891,"Keira našla muža, o ktorom si myslela, že je správca.","Mal skvelú prácu, pôsobivý dom a platil všetky ich rande.",Po niekoľkých mesiacoch randenia začala Keira plánovať svadobné šaty.,"A potom ju udrel, pretože spálila večeru.",Keira bola na svojho nového priateľa taká hrdá.,Keira nemôže zostať s týmto násilníkom.,2
892,Pasár otvoril bránu do ohrady.,"Poslal svojho psa na pastvu, aby zhromaždil ovce.",Pes viedol ovce k bráne.,Ovce sa presťahovali do stáda spolu.,Potom sa pastier vrátil domov.,Potom pastier ovcu prepustila.,1
893,Walter bol osamelý odkedy jeho žena zomrela.,Na bingo stretol milú dámu a spriatelil sa s ňou.,"Cítil sa vinný, že si to jeho zosnulá žena mohla myslieť.","Walter mal živý sen, v ktorom ho jeho zosnulá žena upokojila.","Požiadal dámu z bingo, aby s ním išla na večeru.","Rozhodol sa, že už nikdy nebude chodiť na rande.",1
894,Marina prešla okolo knižnice.,"Položila tvár dole, aby sa vyhla silnému vetru, ktorý sa jej blížil k tvári.","Zrazu sa Marina dostala do nohy, keď ju veľmi silno zasiahla trhlina.","Pozrela sa dole k nohám, ale bola dezorientovaná.",Milovala golf.,"Nemohla uveriť, ako veľmi vietoruje.",2
895,Včera som hral Powerball.,Vybral som si čísla z našej rodinnej Biblie.,Kupoval som si lístky od renomovaného online lotériového agenta.,"Nervozne som sa modlila, keď sa vylosovali víťazné čísla.",Nevyhrala som.,"Bol som sklamaný, keď som vyhral.",1
896,Amy sa zapísala na pokročilý kurz rastlinného biológia.,Má test na fotosyntézu.,Informácie sú komplexné a hlboké.,"Napísala o tom pieseň, aby si to ľahšie zapamätala.","Amy potom nesplnila skúšku, pretože sa nepripravila.",Jej pieseň jej pomohla a potom sa jej to podarilo.,2
897,"Keď som skončila vysokú, tak som bola nervózna, že začnem pracovať.",Týždeň pred mojím začiatkom som sotva spal.,V ten deň som mala nevoľnosť a bola som nervózna.,"Ale keď mi rodičia poslali gratuláciu, rozveselila som sa.","Končil som tým, že som odišiel skôr, pretože som bol chorý.",Mal som skvelý prvý deň v práci.,2
898,Sedemročný Ben sa šiel hrať k svojmu priateľovi Mikeovi.,Mike pozdravil Bena a šli sa hrať do jeho izby.,"Po prvé, dlho sa hrali s Mikovými quadcoptermi.",Potom sa hrali s kamiónmi.,Mali spolu pekný čas.,Ale oni sa vôbec nebavili.,1
899,"Čašník sa veľmi chcel vrátiť domov, ale mal stále stôl na jedenie.",Čašník vytlačil účet a položil ho na stôl.,Hostia si po chvíli všimli účet a pochopili to.,Zaplatili účet a odišli.,Čašník s radosťou odišiel.,"Pár si objednal predjedlo a rozhodol sa, čo si dá.",1
900,Kay sa nasťahovala späť k svojej mame.,Smutne si zbalila veci a odviezla sa k svojej mame.,Jej matka jej pomohla vybaliť auto.,Nemal dosť miesta na Kayine veci.,Kay musela dať nejaké veci do skladu.,Kay si musela ísť kúpiť ďalšie veci.,1
901,"Dievčatá sa rozhodli, že sa stretnú na večeri.",Priviedli aj svoje rodiny.,Bohužiaľ sa pohádali.,Personál ich musel vyhodiť.,Dievčatá boli úplne v rozpakoch.,Dievčatá sa dobre bavili.,1
902,"Vinny vždy dúfal, že stretne skutočnú filmovú hviezdu.","Jeho priatelia mu povedali, že je veľmi ťažké stretnúť filmovú hviezdu.",Avšak nestratila nádej.,Jedného dňa Vinny videl Denzela Washingtona na prechádzke.,Vinny pokračoval v chôdzi.,Vinny sa s ním vyfotografoval.,2
903,"Keď som mal sedem rokov, šiel som s kamarátmi plávať.",Nevedela som plávať v hlbokej vode.,Náhodou som sa prešmykol do hlbokej časti bazéna.,"Myslel som, že sa utopím!",Moje narodeniny boli najlepší deň v živote.,Zasahol sa do nej záchranár a vytiahol ma z hlbokého konca.,2
904,Smithovci nemohli nájsť ich mačku.,"Bál sa, že sa dostala von a stratila sa.","Všetci boli smutní, keď si sadli pred vianočný stromček.","Potom si všimli, že sa na nich pozerala z vrchných konárov.",Mačka u Smitha mňoukala pred dverami.,Smithovci sa všetci tešili a ponáhľali sa objímať svoju mačku.,2
905,"Namiesto toho, aby išla hneď na vysokú školu, Flora odišla do zahraničia.",Navštívila mnoho európskych krajín a stretla sa s mnohými ľuďmi.,"Keď mala ísť domov, rozhodla sa zostať v Španielsku.",Dostala prácu ako učiteľka a zažila veľa dobrodružstiev.,"Flora sa cítila opustená, pretože nikdy nevidela Európu.","Flora navštevovala svojich rodičov každé leto, aby im rozprávala svoje príbehy.",2
906,Joyce kúpila ovocie pred týždňom.,"Bola to jej novoročná predsavzatie, byť zdravšia.",Po niekoľkých dňoch na to zabudla.,Nakoniec sa jej byt zapálil.,Joyce vyhodila ovocie.,Joyce bola šťastná s novou vôňou.,1
907,"Jedného popoludnia, Ted a jeho priatelia išli k jazeru.","Tedovi priatelia ho stále žiadali, aby sa s nimi dostal do vody.",Ted nevedel plávať.,"Ted sa rozhodol, že nie je lepší čas na učenie, tak sa do toho pustil.",Ted sa cítil veľmi sucho.,"Ted sa takmer utopil, ale jeho priatelia ho zachránili.",2
908,Pozval som Sarah na rande.,Povedala áno.,Bola som taká nadšená z nášho spoločného rande.,Boli sme na večeri a potom sme išli do kina.,Mala som hrozné časy.,Musím pobozkať Sarah na dobrú noc.,2
909,Jedného dňa som šiel s priateľmi do zoo.,"Počula som, že v zoo sú lenivci a vždy som ich chcela vidieť.","Navštívili sme takmer všetky exponáty, ale žiadneho lenivca sme nevideli.",Konečne sme našli lenivcov v poslednej exponáte.,"Rozhodli sme sa odísť bez toho, aby sme navštívili výstavu.",Boli sme spokojní.,2
910,"Vedca zistí, že sa choroba začína šíriť.",Pracuje na liečení choroby vo svojom laboratóriu.,"Ďalší vedci sa zhromaždia, aby mu pomohli s jeho prácou.",Prešlo niekoľko týždňov a podarilo sa im vyvinúť liek.,"Cíti sa hlúpo, že to urobil.",Zachraňujú svet.,2
911,Troy sa išiel hrať k Samovi.,"Chlapci sa hrali s blokmi, kamiónmi a medvedíkami.",Tiež mali farby a hrali sa s farbami prstami.,Samov otec im pripravil občerstvenie z jabĺk a karamelovej omáčky.,Troy sa u Sama bavil.,Troy sa už nechce hrať so Samom.,1
912,Yvonne mala vždy nadváhu.,Na Nový rok sa rozhodla začať cvičiť.,Začala každý deň bežať.,Za dva mesiace schudla 23 kíl.,Yvonne bola na seba hrdá.,Yvonne sa cítila porazená.,1
913,India chcela vyskúšať ľadovú kávu.,"India sa rozhodla, že si doma urobí vlastnú ľadovú kávu.",India pripravila kávu v stroji na nápoj.,India potom vzala mlieko a ľad na nápoj.,Potom vypila svoju horúcu čokoládu.,"Keď skončila s prípravou, zjedla ten chutný nápoj.",2
914,"Betsy chcela šteniatko, ale jej mama povedala nie.","Betsy bola smutná a sklamaná, pretože naozaj chcela domáceho maznáčika.",Jedného dňa vošla do svojej izby a našla v klietke kmeňa.,Jej mama jej predsa kúpila domáceho maznáčika!,"Betsy sa zľakol, pretože to bol v podstate hlodavc.",Betsy bola naozaj nadšená.,2
915,Maureen vždy chcela byť učiteľkou biológie.,"Veľmi tvrdo študuje, aby sa stala odborníčkou v biológii.","Jej priatelia jej hovoria, že biológia je pre ňu príliš ťažká.","Ale ona pokračuje, kým nedostane titul.","Maureen povedala, že dievčatá nepatria do vedeckých profesií.",Teraz Maureen zdieľa svoju vášeň pre biológiu so študentmi.,2
916,Cornelia vždy rada pracovala rukami.,"Rozhodla sa, že sa pokúsi postaviť stôl sama.",Učila sa ako sa to robí.,Po skončení kurzu Cornelia postavila krásny stôl.,Cornelia rozsekla stôl na drevo.,Cornelia ho používa ako nočný stolík vo svojej izbe.,2
917,Deti išli na cintorín.,Prišli na hrob s reťazami.,Niektoré reťaze boli zlomené.,Zľakli sa a utiekli.,Nechceli tam ísť znova.,Milovali hrať frisbee.,1
918,Bo a Jim chceli ísť rýchlo.,Vzali svoje autá do solných plôch v Utahu.,Bo skočil do svojho Mustanga a Jim skočil do Corvette.,Súťažili spolu sedem míľ.,Jim Bo mu robil masáž.,Jim vyhral preteky vo svojej Corvette.,2
919,Dnes Sally šla na túru.,Milovala prechádzky lesom.,Videla v hniezde krásneho červenca.,Sally miluje rubičky.,Bola nadšená.,Sally považuje vtáky za veľmi otravné.,1
920,Joyin priateľ ju zobral hrať putt putt.,"Nevedel, že hrá golf už od detstva.",Počas ich hry mala tri diery v jednom.,Porazila ho o 18 bodov!,Zasmial sa a požiadal o opätovnú súťaž.,"Bol tak nahnevaný, že už s ňou nikdy nepredpovedal.",1
921,Môj synovec je profesionálny kuchár.,"Keď pre nás u nás doma varil, rozhodol sa trochu ukázať.","Videovali sme, ako si za chrbtom rezal cibuľu.","Boli sme prekvapení, ako rýchlo rozsekal a nezrezal sa.",Je to hrozný kuchár.,Je to fantastický šéfkuchár.,2
922,"Malá sestra zistila, že bude mať malého brata.","Bola nadšená, až kým nezistila, že už nebude dieťaťom.",Potom sa začala správať.,Maľovala na stenách.,Malá sestra dostala za svoje správanie koláčik.,Malá sestra dostala trest s časom.,2
923,Toto leto som bol na túre.,Chcel som sa odtiaľto sám dostať.,"Stratil som sa, pretože som nemal so sebou žiadne vybavenie.",Prešiel som míle hľadajúc svojich priateľov.,Nakoniec som našiel nejaké značky.,Rozhodol som sa zostať stratený.,1
924,Hailey sa zúčastnila školského maratónu.,Ale zabudla si priniesť bežecké topánky.,Hailey bola stále odhodlaná.,"Spýtala sa učiteľa, či si môže na deň požičať jej.",Učiteľ obdivoval Haleyinu vášeň a súhlasil.,Hailey bola slabá.,1
925,"Jim kosival na záhrade, keď sa jeho kosačka zasekla na nejakom kovu.","Jim sa pozrel na kov a zistil, že to vyzerá ako šperky.",Zobral kus kovu k ocenencovi.,"Oceniteľ mu povedal, že je to starý prsteň staršej civilizácie.",Jim predal prsteň za 1000 dolárov.,Jim ten prsteň vyhodil.,1
926,Kyle a Ted boli v súťaži jedenia koláčov.,Sadli si spolu pred svoje koláče.,"Keď sa začala súťaž, začali sa do toho vkladať.",Obaja mali strašné bolesti brucha.,"Obaja sa cítili skvele po tom, čo zjedli koláče.","Kyle a Ted boli tak chorí, že obaja prehrali.",2
927,Bob hral volejbal.,Zrazu sa mu veľmi zamračila hlava a spadol.,Jeho priatelia mu rýchlo prišli na pomoc.,"Bob bol dehydrovaný z toho, že sa vyčerpal.","Bob povedal, že sa cíti nadýchaný z toho, že vypil priveľa vody.","Bobovi priatelia mu rýchlo priniesli vodu, aby sa vlhčil.",2
928,"Kathy si s hrôzou uvedomila, že jej došlo mlieko.",Tak si vzala svoje malé deti a išla do obchodu.,Boli zlí v obchode a veľa kričali.,Kathy plakala cestou domov.,Deti šli spať bez večere.,Kathy ich hneď vzala do obchodu.,1
929,Chuck sa vždy chcel pripojiť k debatnému tímu v škole.,"Má skvelé nápady, s ktorými by mohol diskutovať, ale bojí sa verejného prejavu.","V lete chodil na výučbu reči, aby nám pomohol.","Hneď ako začal školský rok, prihlásil sa do tímu.",Chuck sa pridal a dobre sa mu to darilo.,Chuck vynechal školu.,1
930,Raz som sa stratil v lese.,Bolo to veľmi horúce.,Čoskoro som mala veľký smäd.,"Cítil som sa, ako keby som zomrel.",Našťastie ma moji priatelia našli.,Skoro som zomrel na omrzliny.,1
931,Laura mala vášeň pre umenie.,Každý deň po hodinách maľovala.,Jedného dňa namaľovala svoj autoportrét.,"Vydala to na internet, aby to každý videl.",Laura s radosťou ukazovala ľuďom svoje umenie.,Laura už nikdy nemala.,1
932,"Jason vždy obdivoval rýchle pohyby boxerov, ktorých videl v televízii.",Začal trénovať na boxerku vo svojom voľnom čase.,Každý deň hodiny cvičil šťoukanie a skákanie z lana.,Nakoniec bol skvelý boxer.,Vyhral svoj prvý zápas knockoutom.,Jeho zápasy boli veľmi vzrušujúce.,1
933,Naše deti mali 2 dni pauzu zo školy.,Tak sme sa rozhodli pre zábavný výlet do Veľkého vlčieho chaty.,Deti sa tešili z plávania vo vodnom parku.,Po plávaní sme si vychutnali pizzu a rozprávali príbehy.,"Sľúbili sme si, že sa nikdy nevrátime do Veľkého vlčieho lóže.",Všetci sme sa dobre bavili.,2
934,Tom bol na autobusovej zastávke cez víkend.,Vedľa neho stál vysoký pán.,Zrazu začal kričať.,Tomovi a všetkým okolo neho bolo trochu nepríjemne.,Vysoký pán požiadal Toma o pohár vody.,"Tom sa ho spýtal, čo je za problém.",2
935,Allie schudla 50 kíl.,"Doktor jej povedal, že potrebuje stratiť ďalších 10.",Ak by stratila ďalších 10 mu by odstránila kožu.,Allie tvrdo držala diétu a cvičila.,Allie sa jej podarilo schudnúť 10 kíl a odstrániť jej kožu.,"Allie získala všetku váhu, ktorú stratila.",1
936,Jenny bola závislá na posílaniu textových správ.,"Jenny písala texty, aj keď šoférovala.",Jenny odpovedala na správu a odvrátila oči od cesty.,"Jenny počula zvuk klaksónu a zistila, že je na nesprávnej strane cesty.",Jenny pokračovala rovno.,Jenny sa takmer vyhol autonehode.,2
937,Elle chcela nové auto.,Šla do predajne a vybrala perfektnú.,Dealer jej pomohol nastaviť platobný plán.,Každý mesiac Elle zaplatila päťsto dolárov za cenu auta.,Elle nenávidela šoférovanie.,Elle bola veľmi zodpovedná.,2
938,Jay mal problémy s autom.,Vstúpil do garáže.,"Bál sa, že oprava bude drahá.",Ale mechanik mu dal dobré správy.,"Povedal Jayovi, že oprava bude stáť deväť tisíc dolárov.","Mechanik povedal Jayovi, že to bola len malá oprava.",2
939,"Ned bol na túre v lese, keď videl kúsky srsti pod stromom.","Kŕč sa začal hýbať, potom vydal malý výkrik.","Ned sa priblížil a videl, že to bola banda malých opusov.",Zavolal miestnej záchrannej službe a nahlásil malé opusy.,Ned šiel po práci do posilňovne.,"Čakal, kým prídu záchranári, aby zachránili mláďatá.",2
940,Donov priateľ mu dolehol nohavice pred jeho maturantskou triedou.,"Don sa hneval a hanbil sa, že sa takto odhalil.","Don sa rozhodol, že tento priateľ už viac nebude jeho priateľom.",Donova hanba a rozpaky rástli.,Don sa tomu smie.,Don nikdy neodpustil svojmu priateľovi.,2
