,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
888,Ганна даглядала за сваім садам усё лета.,"Яна выйшла на вуліцу, каб сабраць ураджай.",Усе яе садавіна і гародніна былі гатовыя!,Яна іх абрала па адным.,Ганна не любіць гародніны.,У яе быў багаты ўраджай.,2
889,Кім выпусціла зубную шчотку ў туалет.,"Яна была агідная на думку пра пакласці яе руку, каб выцягнуць яго.",Яна выхапіла з скрыні нажніцы.,"Кожны раз, калі яна была зубная шчотка яна будзе падаць яго.",Кім скончыла чысціць зубы і ўсміхнулася.,"Кім вырашыла, што гэта знак, каб купіць новую зубную шчотку.",2
890,Бацькі Ганны запісалі яе на ўрокі фартэпіяна.,Пасля першага ўрока граць на фартэпіяна Ганна адчула сябе зняможанай.,Яна старалася практыкаваць як мага больш.,Ганна не магла належным чынам працаваць пальцамі.,Ганна любіла свае пальцы.,Ганна адмовілася ад піяніна.,2
891,"Кіра знайшла чалавека, якога яна лічыла сваім гаспадаром.","У яго была выдатная праца, цудоўны дом, і ён плаціў за ўсе іх спатканні.",Пасля некалькіх месяцаў знаёмстваў Кіра пачала планаваць сваё вясельнае сукенка.,"А потым ён яе збіў, бо яна спаліла вячэру.",Кіра так ганарылася сваім новым хлопцам.,Кіра не можа заставацца з гэтым абразлівым чалавекам.,2
892,Пастух адчыніў браму.,Ён паслаў свайго сабаку на пашы сабраць авечак.,Сабака павёў авечак да брамы.,Авечкі перайшлі разам у загон.,Пастух потым вярнуўся дадому.,Пастух адпусціў авечку.,1
893,"Уолтар быў адзінокі з тых часоў, як яго жонка памерла.",Ён пазнаёміўся з мілай дамай на бінга і пасябраваў з ёй.,"Ён адчуваў сябе вінаватым, хоць аб тым, што яго памерлая жонка можа думаць.","У Уолтара быў яркі сон, у якім яго памерлая жонка супакоіла яго.",Ён папрасіў дама з бінга пайсці на вячэру з ім.,Ён вырашыў больш ніколі не сустракацца з дзяўчынай.,1
894,Марына праходзіла міма бібліятэкі.,"Яна паклала яе твар, каб пазбегнуць жорсткі вецер, які ідзе да яе твар.",Раптам трапны куст вельмі моцна ўдарыў Марыну ў ногі.,"Яна паглядзела ўніз, да яе ног, але стаў дэзарыентаваным.",Яна любіла гуляць у гольф.,"Яна не магла паверыць, як ветрана было.",2
895,Учора я гуляў у гульню ў Powerball.,Я брала свае лічбы з сямейнай Бібліі.,Я набыў свае квіткі ў паважанага онлайн-агента латарэі.,"Я нервава маліўся, як выйгралі нумары былі выцягнутыя.",Я не выйграў.,"Я быў расчараваны, калі выйграў.",1
896,Амі паступіла на курсы па расліннай біялогіі.,На наступным тыдні ў яе тэст па фотасінтэзе.,Інфармацыя вельмі складаная і глыбокая.,"Яна напісала песню пра гэта, каб лягчэй запомніць матэрыял.","Амерыка не здала экзамен, таму што не падрыхтавалася.","Яе песня дапамагла ёй, і яна потым добра.",2
897,"Калі я скончыла ўніверсітэт, я вельмі хацела працаваць.",Я ледзь спаў тыдзень да пачатку працы.,"У той дзень, я была млосна і нервова.","Аднак, калі мне напісалі бацькі, каб павіншаваць мяне, я адчуў падбадзёрванне.","Я апынуўся ў выхадзе раней, таму што быў хворы.",У мяне быў выдатны першы дзень на працы.,2
898,Семгадовы Бэн пайшоў гуляць да свайго сябра Майка.,"Майк павітаўся з Бэнам, і яны пайшлі гуляць у пакой Майка.","Па-першае, яны доўга гулялі з квадрокоптарамі Майка.",Потым яны гулялі з грузавікамі.,Яны добра правялі час разам.,Але ім не было весела.,1
899,"Афіцыянт быў паміраць, каб пайсці дадому, але ён усё яшчэ быў стол есць.",Клерк надрукаваў рахунак і паклаў яго на стол.,Госці заўважылі рахунак праз некаторы час і зразумелі намёк.,Яны заплацілі за рахунак і з'ехалі.,"На шчасце, афіцэр пайшоў на вечар.","Пара замовіла закускі і вырашыла, што з'есці напярэдадні.",1
900,Кей пераязджала да сваёй маці.,Яна з сумленнем сабрала свае рэчы і паехала дадому да сваёй мамы.,Яе маці дапамагла ёй разабрацца ў машыне.,Не было дастаткова месца для рэчаў Кей.,Кей прыйшлося паставіць некаторыя з яе рэчаў у сховішча.,Кей давялося пайсці купляць яшчэ рэчаў.,1
901,Дзяўчаты вырашылі пасябраваць на вячэру.,Яны прывезлі сваіх сем'яў.,"На жаль, яны пасварыліся.",Персаналу давялося выкінуць іх.,Дзяўчаты былі цалкам збянтэжаныя.,Дзяўчаты добра правялі час.,1
902,Вінні заўсёды спадзяваўся сустрэць сапраўдную кіназорку.,"Яго сябры казалі яму, што сустрэць кіназорку вельмі цяжка.","Тым не менш, ён не страціў надзеі.","Аднойчы Вінні ўбачыў Дэнзэла Вашынгтона, які гуляў.",Вінні працягваў хадзіць.,Вінні атрымаў яго фота з ім.,2
903,"Калі мне было сем гадоў, я пайшла купацца з сябрамі.","Я не ведала, як плаваць у глыбокай вадзе.",Я выпадкова саслізнуў у глыбокую частку басейна.,"Я думала, што патану!",Мой дзень нараджэння быў самым лепшым днём у маім жыцці.,Адзін ратавальнік скокнуў і выцягнуў мяне з глыбіні.,2
904,Сміты не маглі знайсці свайго ката.,"Яны баяліся, што яна выйшла на вуліцу і заблудзілася.","Усе былі засмучаныя, калі селі перад каляднай ёлкай.","Тады яны заўважылі, што яна глядзіць на іх з верхніх галінах.",Кот Сміта мяўкнуў у дзверы.,"Сміты ўсе віталі, і паспяшаўся абняць іх кот.",2
905,"Замест таго, каб адразу пайсці ў каледж, Флора паехала за мяжу.",Яна наведала шмат еўрапейскіх краін і пазнаёмілася з мноствам людзей.,"Калі яна павінна была пайсці дадому, яна вырашыла застацца ў Іспаніі.",Яна атрымала працу настаўніцай і мела шмат вялікіх прыгод.,"Флора адчувала сябе адзінокай, бо ніколі не пабачыла Еўропу.","Кожнае лета Флора наведала бацькоў, каб расказаць ім свае гісторыі.",2
906,Джойс купіла садавіна тыдзень таму.,Гэта было часткай яе новай гадавой паставы быць больш здаровым.,Яна забылася пра гэта праз некалькі дзён.,"У рэшце рэшт, вельмі непрыемны пах ахапіў яе кватэру.",Джойс выкінула фрукты.,Джойс была рада новым водарам.,1
907,Аднойчы днём Тэд і некаторыя яго сябры пайшлі на возера.,Сябры Тэда прасілі яго ўвайсці ў ваду разам з імі.,Тэд не ўмеў плаваць.,"Тэд вырашыў, што лепшы час, каб навучыцца, не існуе, так што ён ускочыў.",Тэду было вельмі сухо.,"Тэда ледзь не патануў, але яго выратавалі сябры.",2
908,Я запрасіў Сару на спатканне.,Яна сказала так.,"Я так раздражняўся, што мы збіраемся разам на спатканне.","Мы пайшлі на вячэру, а потым у кіно.",Я перажыла жудасна.,Я павінен пацалаваць Сару на спакойную ноч.,2
909,Аднойчы я пайшоў са сваімі сябрамі ў заапарк.,"Я чула, што ў заапарку ёсць ляноты, і мне заўсёды хацелася іх пабачыць.","Мы наведалі амаль усе экспазіцыі, але не ўбачылі ніводнага лянатка.",Нарэшце мы знайшлі лянотаў на апошняй экспазіцыі.,"Мы вырашылі з'ехаць, не наведаўшы экспазіцыю.",Мы былі задаволеныя.,2
910,"Навуковец выяўляе, што хвароба пачынае распаўсюджвацца.",Ён працуе над лекаваннем гэтай хваробы ў сваёй лабараторыі.,"Іншыя навукоўцы збіраюцца, каб дапамагчы яму ў яго працы.","Прайшло некалькі тыдняў, і ім удалося вынайсці лекі.","Яны адчуваюць сябе дурнымі, што зрабілі гэта.",Яны ратуюць свет.,2
911,Трой пайшоў гуляць у дом Сэма.,"Хлопцы гулялі з блокамі, грузавікамі і плюшавымі мядзведзямі.",Яны таксама афарбоўвалі і гулялі з фарбамі пальцаў.,Бацька Сэма прыгатаваў ім закуску з яблыкаў і карамельнага соусу.,Трой вельмі весела правёў час у доме Сэма.,Трой не хоча больш гуляць з Сэмам.,1
912,Івон заўсёды была залішняй вагой.,На Новы год яна вырашыла пачаць займацца фізічнымі практыкаваннямі.,Яна пачала бегаць кожны дзень.,За два месяцы яна схуднела на 7 кілаграмаў.,Івонна ганарылася сабой.,Івон адчула сябе пераможанай.,1
913,Індыя хацела паспрабаваць ледзяную каву.,Індыя вырашыла зрабіць уласную каву дома.,Індыя прыгатавала каву ў машыне для напою.,Індыя затым узяла малако і лёд для напою.,Потым яна выпіла гарачы шакалад.,"Калі яна скончыла падрыхтоўку, яна спажывала смачны напой.",2
914,"Бэтсі хацела шчанюка, але яе мама сказала не.","Бэтсі была засмучаная і расчараваная, бо ёй вельмі хацелася хатняга гадаванца.",Аднойчы яна пайшла ў свой пакой і знайшла ў клетцы хомяка.,"У рэшце рэшт, яе мама падарыла ёй хатняга ўлюбёнца!","Бетсі ўпала ў прыпадкі, таму што гэта быў у асноўным грызуноў.",Бэтсі была вельмі ўсхваляваная.,2
915,Маўрын заўсёды хацела стаць настаўніцай біялогіі.,"Яна вельмі старанна вучыцца, каб стаць экспертам у галіне біялогіі.","Сябры кажуць ёй, што біялогія - гэта занадта цяжка для яе.","Аднак яна працягвае, пакуль не атрымае дыплом.","Маўрын казала, што дзяўчаты не павінны займацца навукай.",Цяпер Маўрын дзеліцца сваім захапленнем біялогіяй са студэнтамі.,2
916,Карнелія заўсёды любіла працаваць рукамі.,"Яна вырашыла, што хоча паспрабаваць пабудаваць стол самастойна.","Яна пайшла на курс дрэваапрацоўкі, каб даведацца, як пабудаваць яго.",Пасля заканчэння курса Карнэлія зрабіла прыгожы стол.,Карнелія насекла стол на дрова.,Карнэлія выкарыстоўвае яго ў якасці начной у сваім пакоі.,2
917,Дзеці пайшлі на могілкі.,Яны прыйшлі на магілу з ланцугамі.,Некаторыя з ланцугоў былі зламаныя.,Яны спалохаліся і ўцяклі.,Яны не хацелі зноў вяртацца.,Яны любілі гуляць у фрысбі.,1
918,Бо і Джым хацелі ехаць хутчэй.,Яны паехалі на машынах на солевыя палі ў Юце.,"Бо сеў у свой мустанг, а Джым у свой карвет.",Яны імчаліся адзін да аднаго на працягу сямі міль.,Джым зрабіў Бо масаж.,Джым выйграў гонку сваім карвэтам.,2
919,Сёння Саллі пайшла ў паход.,Яна любіла хадзіць па лесе.,Яна ўбачыла ў сваім гняздзе прыгожага маліна.,Саллі любіць рубін.,Яна была ўсхваляваная.,Саллі лічыць птушак вельмі раздражняльнымі.,1
920,Хлопец Джой узяў яе гуляць у путт-путт.,"Ён не ведаў, што яна гуляла ў гольф з дзяцінства.",У яе было тры дзіркі ў адным падчас іх гульні.,Яна перамагла яго на 18 балаў!,Ён засмяяўся і папрасіў паўтарыць матч.,"Ён быў так злы, што больш ніколі не размаўляў з ёй.",1
921,Мой пляменнік - прафесійны кухар.,Падчас гатавання для нас у нашым доме ён вырашыў паказаць сябе трохі.,"Мы запісалі яго, як ён нарэзаў цыбулю за спіной.","Мы былі здзіўлены, як хутка ён нарэзаў і не атрымаў рэзаць.",Ён жахлівы кухар.,Ён фантастычны кухар.,2
922,"Малодшая сястра даведалася, што ў яе будзе брацік.","Яна была ўсхваляваная, пакуль не даведалася, што яна больш не будзе дзіцем.",Потым яна пачала выходзіць з сябе.,Яна размалявала на сценах.,Малодшай сястры за яе паводзіны далі печыва.,Сястрычка атрымала пакаранне ў выглядзе тайм-аўту.,2
923,Я ўлетку пайшоў у паход.,Я пайшоў у паход ад кемпінгу сам.,"Я заблудзіўся, бо не меў пры сабе ніякага абсталявання.","Я прайшоў мілі, шукаючы сваіх сяброў.",Нарэшце я знайшоў некалькі пазнакаў.,Я вырашыў застацца згубленым.,1
924,Хейлі ўдзельнічала ў школьным марафоне.,Аднак яна забылася прынесці яе бегавыя туфлі.,Хейлі ўсё яшчэ была рашучая.,Яна папрасіла настаўніцу пазычыць яе на дзень.,Настаўнік захапляўся запалам Хейлі і пагадзіўся.,Хайлі была слабадушнай.,1
925,"Джым пасеў двор, калі яго коса застрэлілася на нейкім метале.","Джым уважліва паглядзеў на метал і ўбачыў, што гэта выглядала як ювелірныя вырабы.",Ён аднёс кавалак металу да каментатара.,"Ацэншчык сказаў яму, што гэта было старое кольца з больш старажытнай цывілізацыі.",Джым прадаў кольца за 1000 даляраў.,Джым выкінуў пярсцёнак.,1
926,Кайл і Тэд былі ў конкурсе ежы пірага.,Яны селі разам перад іх пірагі.,"Калі пачаўся конкурс, яны ўскочылі.",У абодвух былі жудасныя болі ў жываце.,"Яны абодва адчувалі сябе выдатна пасля таго, як з'елі пірагі.","Кайл і Тэд захварэлі настолькі, што абодва прайгралі.",2
927,Боб гуляў у валейбол.,Ён раптам адчуў сябе вельмі галавакружальным і ўпаў.,Яго сябры хутка прыйшлі яму на дапамогу.,Боб быў зневоднены ад напружання.,"Боб сказаў, што ад таго, што выпіў занадта шмат вады, ён адчуў надуцце.","Сябры Боба хутка прынеслі яму ваду, каб ён не пацягнуўся.",2
928,"Кэці з жахам зразумела, што ў яе скончылася малако.",Яна ўзяла сваіх маленькіх дзяцей і пайшла ў краму.,Яны былі дрэнныя ў краме і крычаў шмат.,Кэці плакала па дарозе дадому.,Дзеці ўсе пайшлі спаць без абеду.,Кэці адразу ж адвезла іх у краму.,1
929,Чак заўсёды хацеў далучыцца да каманды дэбатаў у школе.,"У яго ёсць выдатныя ідэі, з якімі можна дыскутаваць, але ён баіцца публічных выступленняў.","Ён узяў лекцыі на летні час, каб дапамагчы.","Як толькі пачаўся навучальны год, ён паступіў у каманду.",Чак далучыўся і справіўся даволі добра.,Чак кінуў школу.,1
930,Аднойчы я згубіўся ў лесе.,Было вельмі горача.,Я хутка адчуў моцную смагу.,"Я адчуваў, што збіраюся памерці.","На шчасце, мае сябры знайшлі мяне.",Я ледзь не замерзла.,1
931,У Лаўры была запал да мастацтва.,Яна малявала кожны дзень пасля заняткаў.,Аднойчы яна намалявала аўтапартрэт сябе.,"Яна выклала яго ў інтэрнэце, каб кожны мог яго ўбачыць.",Лаўра была рада паказаць людзям сваё мастацтва.,Лаура больш ніколі не малявала.,1
932,"Джэйсан заўсёды захапляўся хуткай манерай баксёраў, якую ён бачыў па тэлебачанні.","У вольны час ён пачаў трэніравацца, каб стаць боксерам.",Ён практыкаваў штуршкі і скакалкі на шнуркі гадзінамі кожны дзень.,Нарэшце ён стаў выдатным баксёрам.,Ён выйграў свой першы бой нокаутам.,Яго змаганні былі вельмі захапляльнымі.,1
933,Нашы дзеці мелі двухдзённы перапынак у школе.,Таму мы вырашылі зладзіць цікавую паездку ў Вялікі Воўк Lodge.,Дзецям спадабалася купацца ў аквапарку.,Мы смачна пакаштавалі піцы і расказвалі пра гісторыі пасля плавання.,Мы паабяцалі ніколі не вяртацца ў Вялікі Воўк Lodge.,Мы ўсе добра правялі час.,2
934,Том быў на прыпынку аўтобуса ў выхадныя.,Побач з ім стаяў высокі джэнтльмен.,Ён пачаў крычаць раптам.,Тому і ўсім астатнім вакол яго стала трохі нязручна.,Высокі джэнтльмен папрасіў у Тома шклянку вады.,"Том спытаў у яго, у чым праблема.",2
935,Элі схуднела на 20 кілаграмаў.,"Лекар сказаў, што ёй трэба яшчэ 10 кг схуднець.",Калі яна страціла яшчэ 10 ён будзе рабіць выдаленне скуры.,Алі прытрымлівалася жорсткай дыеты і займалася фізічнымі практыкаваннямі.,Алі скінула 10 кілаграмаў і адрэзала скуру.,Алі набрала ўвесь свой страчаны вага.,1
936,Джэні была залежна ад рассылкі смс.,"Джэні дасылала смс-ы, нават калі была за рулём.","Пакуль Джэні адказвала на тэкст, яна адвярнула вочы ад дарогі.","Джэні пачула гук трубы і зразумела, што едзе не па той бок дарогі.",Джэні працягвала ездзіць прама.,Джэні ледзь не трапіла ў аўтамабільную аварыю.,2
937,Эл хацела новую машыну.,Яна пайшла ў гандлёвы цэнтр і выбрала ідэальны.,Дылер дапамог усталяваць план аплаты для яе.,Кожны месяц Эл плаціла пяцьсот даляраў за кошт аўтамабіля.,Эль ненавідзела вадзіць.,Эл вельмі адказная.,2
938,У Джэй былі праблемы з аўтамабілем.,Ён паклаў у гараж.,"Ён баяўся, што рамонт будзе каштаваць дорага.",Але механік даў яму добрыя навіны.,"Ён сказаў Джэй, што рамонт будзе каштаваць дзевяць тысяч даляраў.","Механік сказаў Джэй, што гэта быў толькі невялікі рамонт.",2
939,"Нэд хадзіў па лесе, калі ўбачыў кавалак футра пад дрэвам.","Пухліна пачала рухацца, а потым вымавіла маленькія крыкі.","Нэд падышоў бліжэй і ўбачыў, што гэта была куча маленькіх опосмусаў.",Ён патэлефанаваў у мясцовую службу аховы дзікай прыроды і паведаміў пра маленькіх опосумах.,Нэд пайшоў у спартыўную залу пасля працы.,"Ён пачакаў, пакуль прыбудуць ратавальнікі, каб выратаваць немаўлят.",2
940,Сябар Дона зняў яму штаны перад выпускнікамі.,"Дон быў злы і засмучаны, быўшы выкрыты такім чынам.","Дон вырашыў, што гэты сябар больш не будзе яго сябрам.",Дон усё больш і больш адчуваў сорам і збянтэжанасць.,Дон смяецца над гэтым вопытам.,Дон ніколі не прабачыў свайму сябру.,2
941,"Аднойчы я выйшаў на двор, а сабакі не было.",Я запаанікаваў.,"Я не ведала, дзе яна.",Раптам сусед з суседняй хаты патэлефанаваў мне.,У суседа была мая сабака.,Я аддаў свайго сабаку суседу.,1
942,"Я пазнаёмілася з мужам, каб быць у Костко.",Ён намаляваў рогі на маім фота і дзіка фліртаваў.,"Я не ведаю, чаму я сказала так на спатканне, але я зрабіў.",Праз пяць гадоў мы пажаніліся.,Я не люблю яго.,Урэшце мы нарадзілі дзяцей.,2
943,Сіндзі была ў рэстаране.,І яна замовіла гарачы суп.,"Але афіцыянтка забылася сказаць ёй, што міска была гарачай.","Таму, калі яна атрымала міску ад афіцыянткі, яна пашкодзіла рукі.",Сіндзі пайшла і праліла халоднай вадой па руках.,Сіндзі працягвала трымаць суп.,1
944,"Лаура заўсёды любіла плаваць, але яна ніколі не спрабавала спіну.","Яна звычайна пазбягае спінкі, таму што не хоча вады ў вушах.",Аднойчы яна вырашае паступіць на ўрокі спіну ў вопытнага плыўца.,"Яна выявіла, што любіць спіну і не атрымлівае вады ў вушах.",Яна старанна працуе над удасканаленнем сваёй руціны на паралельных барах.,З таго часу яна плавае спіной ўвесь час.,2
945,"Аднойчы я вырашыў, што хачу прагуляцца ў горад.","Гэта было недалёка ад майго дома, усяго некалькі міль!","Як толькі я прыбыў у горад, я вырашыў спыніцца на каву.",Я выбрала цудоўны маленькі крамачка і сеў на абед.,Я ненавіджу абедаць у бістро.,Я выдатна правяў час!,2
946,Джэс ненавідзела салата з яйкамі.,"Калі маці яе сяброўкі падала яму ежу, яна ведала, што павінна з'есці яе.",Як толькі яна збіралася ўзяць укус сям'і сабака прайшоў.,"Ніхто не глядзеў, так што яна апусціла яго да сабакі.",Сабака з задавальненнем з'еў салат.,Джэс вырашыла прыгатаваць салата з яек.,1
947,Мы з Роббі пайшлі ў шыкоўны рэстаран на нашу гадавіну.,Гэта было вельмі элегантна.,"Мы абодва былі апранутыя афіцыйна, каб атрымаць табліцу.",Мы атрымлівалі асалоду ад ДЗЯЦІ курсаў на працягу чатырох гадзін.,Роббі і я апрануліся да нагоды.,Роббі і я насілі шорты ў рэстаран.,1
948,Лонні быў стаміўся з сучасным жыццём.,Ён вырашыў сысці з-пад увагі.,Ён знайшоў прасвет у лесе і ўсталяваў лагер.,"Першая ноч была страшнай, як ён пачуў вые і шмат шолах.",Лонні не ў лагеры.,Пасля першапачатковых шуму Лони ўладкаваўся на ноч.,2
949,Раніцай Бобу давялося ісці на працу.,Батарэя яго машыны з цяжкасцю спраўлялася з загрузкай.,"Ён патэлефанаваў суседу, каб пачаць.",Яго сусед прыйшоў і дапамог яму атрымаць яго машыну працуе.,Боб прыйшоў на працу своечасова.,Боб вырашыў пайсці на пляж.,1
950,Эве патрэбны авіябілет па ўсёй краіне.,"Яна баялася, што гэта будзе дорага.",Тады агент сказаў ёй што-то цудоўнае.,"Яна зарабіла дастаткова міляў, каб заплаціць за яе білет!","Эва змагла вылецець, не марнуючы грошай на свой білет.",Эва пераправілася на аўтобусе па ўсёй краіне.,1
951,Учора мая сяброўка Шэрон была нервовая.,"Яна даведалася, што яе кампанія хоча, каб яна пайшла на пенсію.","Нягледзячы на тое, што яна атрымлівае добрую пенсію, яна ўсё яшчэ нервавалася.","Я дапамагаў ёй перапісаць рэзюмэ, рыхтавацца да пошуку працы.",Шарон пайшла і пракаціла ўсе свае пенсійныя грошы.,Цяпер Шэрон з нецярпеннем чакае новай главы свайго жыцця.,2
952,Ніта гуляла ў румі са сваім бацькам.,Яна прайграла дзесяць гульняў запар!,Яны паставілі свае балы на адзін апошнюю гульню.,"Ніта гуляла цяжка і добра, і яна выйграла!","Ніта была такая шчаслівая, што нарэшце перамагла свайго бацьку ў ромбі.",Ніта ненавідзела гуляць у ромбі.,1
953,У Тіні быў першы конкурс катання на каньках.,Яна была неверагодна нервовай.,"Яна баялася, што нешта пойдзе не так.","На шчасце, яна выдатна справілася.",У Ціны ёсць дзіцячая коўдру.,Ціна заняла другое месца ў конкурсе.,2
954,Ніл наведаў Тадж-Махал.,Ён захапляўся прыгожай канструкцыяй.,А потым пачуў сумную гісторыю.,Ніла ўразіла відавочная праца любові.,"Ніл думаў, што будаўнік не прыклаў вялікіх намаганняў.","Ніл быў рады, што ўбачыў Тадж-Махал.",2
955,Марк і Фрэнк купаліся ў басейне сям'і Марка.,Маці Марка прынесла ім губку.,Марк і Фрэнк весела кідалі мяч туды-сюды.,Але потым насычаны мяч выпадкова ўдарыў маці Марка!,Марк і Фрэнк прасілі прабачэння.,Марк і Фрэнк зноў ударылі яе.,1
956,"Тай нерваваўся, што пойдзе ў летнік, не ведаючы нікога.","У першы дзень ён сустрэў Сэма, гуляючы ў футбол.",У тую ноч ён сустрэў Брэнду каля вогнішча.,На наступны дзень за сняданкам ён пазнаёміўся з Білам.,Усе яны былі на возеры ў той дзень.,"Усе яны былі без яго, і ён адчуваў сябе выключаным.",1
957,Вінс прагне чагосьці салодкага.,Вінс не хацеў звычайнага дэсерту са сладоледам.,Вінс паехаў на машыне ў Йогуртленд.,Вінс атрымаў 10 унцый замарожанага ёгурта.,"Ён падзяліўся ім з мілай дзяўчынай, якую ён сустрэў.",Вінс выкінуў ёгурт.,1
958,Нэд хацеў навучыцца гуляць у баскетбол.,"Ён вісеў у школьнай спартыўнай зале і глядзеў, як трэніруецца каманда.","Неўзабаве ён адчуў сябе дастаткова ўпэўненым, каб сам страляць у некалькі абручаў.",Каманда глядзела на яго і апладысментавала.,Каманда ненавідзела Нэда.,З практыкай навыкі Неда паляпшаліся.,2
959,Бак страціў дом і працу.,Ён саромеўся і сеў на дарогу да жабрака.,Тады да яго падышла жанчына і расказала пра прытулак непадалёк.,"Бак, зацікаўлены, адразу ж пайшоў у прытулак.","Бак быў злы, што жанчына можа сказаць што-то накшталт гэтага.","Бак быў рады, што жанчына дапамагла яму.",2
960,Джошу падабаліся пчолы.,"Ён думаў, што яны добрыя для планеты.",Аднойчы Джоша ўкусіла пчала.,Гэта вельмі балюча.,Джош наліў астатнюю частку сіропу на свае палачках.,Джошу не вельмі падабаюцца пчолы.,2
961,На мінулым тыдні мы з сяброўкай купілі тры латарэйныя білета.,"Гэта не тое, што мы звычайна робім.",Нам адчайна не хапала грошай.,Нават недасягальнае выпрабаванне таго каштавала.,Мы вырашылі паехаць у заапарк.,"Мы былі радыя, што выйгралі невялікую суму грошай з білетаў.",2
962,Фрэд заўсёды спыняўся ў той жа кавярні перад працай.,Ён пазнаёміўся з прывабнай барыста.,Ён запалаваў у яе.,Нарэшце Фрэд набраўся мужнасці і запрасіў яе на спатканне.,Яна сказала так.,Фрэд сказаў барэсту пакінуць яго ў спакоі.,1
963,"Аднойчы Дзэні была ў краме, і ёй было зусім галодна.","Яна блукала вакол, думаючы пра тое, што яна хацела з'есці.","Калі яна прыйшла на печыва праходу яна ведала дакладна, што яна хацела.",Яна хапае печыва і кіруе да ўваходу ў краму.,Джэні купіла печыва.,"Джэні знайшла жэмчугу, якую хацела, на ўваходзе ў краму.",1
964,Боб пастукаў у дзверы і папрасіў Джэні.,Джэні адказала і выйшла на вуліцу да машыны.,Джэні і Боб паехалі ў кіно.,Боб і Джэні добра правялі час.,Боб больш ніколі не размаўляў з Джэні.,Боб пацалаваў Джэні на спакойную ноч.,2
965,У мяне новы грузавік.,"Каб святкаваць, я пайшоў мудзі.",Я праехала па шматлікіх брудных лужынах.,мой грузавік атрымаў вельмі брудны.,Пасля я памыў свой грузавік на прыдарожнай.,Мой грузавік выглядаў так бліскуча пасля гэтага.,1
966,Пітэр быў рады пайсці на мітынг Сандерса ў Нью-Гэмпшыры.,"Калі Пётр увайшоў у арэну, яна была поўная тысячаў людзей.","Калі Пітэр убачыў Берні, ён віталі так гучна, як гэта магчыма.",Ён быў вельмі рады быць там.,"Ён не мог дачакацца, каб прагаласаваць за яго.",Ён быў адданым рэспубліканцам.,1
967,Джош пісаў апавяданні для даследчыка.,Навукоўца ўразілі гісторыі Джоша.,Даследчык вырашыў даць Джошу бонус.,"Джош быў рады, што атрымаў бонус.",Джош адмовіўся браць грошы і кінуў працу.,"Джош выкарыстаў бонус, каб выправіць сваю зламаную машыну.",2
968,Ітан любіў ствараць відэа на Ютуб.,Аднак яму было сорамна загружаць відэа.,Аднойчы ён набраўся смеласці і загрузіў яе.,Неўзабаве ён меў сто праглядаў!,Ітан хацеў зрабіць і загрузіць яшчэ больш відэа на YouTube.,Ітан вырашыў больш ніколі не ствараць відэа на YouTube.,1
969,Аднойчы я гуляў у парку.,"Незнаёмы падышоў да мяне, каб папрасіць манеткі.","Я сказаў чалавеку, што ў мяне няма грошай.","Чалавек ласкава падзякаваў, перш чым ён пайшоў.","Адчуваючы віну, я купіў яму рэстаран.","Магчыма, яшчэ адзін чалавек у парку можа дапамагчы яму.",2
970,Джына і яе сябры былі за межамі школьнай бібліятэкі.,Яны хацелі зайсці ўнутр.,Але бібліятэкара не было ў бібліятэцы.,"Дзяўчаты не ведалі, дзе яна можа быць.",Яны вырашылі пачакаць яе.,Джына ненавідзела бібліятэку.,1
971,Ана купала ў возеры.,Яна праплыла праз усё возера і да плыткі на другім баку.,"Яна рыхтавалася плыць назад, але потым спынілася.","Яна ўбачыла вялізную, страшную рыбу, якая плавала ў вадзе!","Яна крычала на свайго сябра, не ведаючы, што яшчэ рабіць.",Ана абяцала больш ніколі не хадзіць у паход!,1
972,Мужчына купіў свайму малому сыну ровар.,Гэта быў той жа брэнд ровараў ён валодаў сам у дзяцінстве.,"Яго ровар пратрымаўся, пакуль ён не перарос яго.",Але праз некалькі тыдняў ровар яго сына разваліўся.,Чалавек здзівіўся новай тэхніцы ровара.,Чалавек быў вельмі раздражнёны.,2
973,Хайме хацеў папрасіць Джэка пайсці з ёй на школьныя танцы.,Пасля школы яна чакала Джэка за ўваходнымі дзвярыма.,Калі Джэк выходзіў ён ішоў рука аб руку з іншай дзяўчынай.,Хайме застыў і не мог гаварыць.,"Хайме тады сказаў яму, што яны былі праз.",Хайме падышоў да яго і абняў.,1
974,"Сябры Білі думалі, што ён быў баязлівым катом.",Яны паспрабавалі выклікаць яго ў дом з прывідамі.,Ён вырашыў пайсці ў і нават застацца на ноч там.,"Нягледзячы на тое, як ён баяўся, ён застаўся ўсю ноч.",Білі адчуваў сябе смелым.,Білі прадэманстраваў баязлівасць.,1
975,У яе толькі што нарадзілася дзяўчынка.,"Яна хацела, каб яе дзяўчына прабіў вушы.",Яна ўзяла свайго дзіцяці ў студыю і зрабіла ейныя вушы праколвання.,Затым яна прымацавала малюсенькія алмазныя шпількі ў пірсінг.,Ане спадабаліся завушніцы.,У Аны не было дзяцей.,1
