,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
609,John alihisi kana kwamba anaugua homa.,Ilikuwa baridi sana nje asubuhi hiyo na alihisi vibaya sana.,Aliita kazini na kumwambia bosi wake kwamba alikuwa mgonjwa.,"Kisha John akaamka, akachukua kiamsha kinywa, na kuhisi vizuri zaidi.",John alikuwa na siku nzuri ya kupumzika kazini.,Kisha John akawa mgonjwa siku nzima.,1
610,Sally anapenda usiku wa pizza siku ya Ijumaa.,"Familia ilipata pizza mbili, moja bila jibini.",Sally hakupenda jibini.,"Lakini wakati huu, pizza zote mbili zilikuwa na jibini.",Sally aliamua kuagiza pizza yake mwenyewe.,Sally alifurahi sana kuona pizza yenye jibini.,1
611,Shule ilikuwa tu msiba leo.,Mvua ilikuwa ikinyesha na kila mtu alizama katika mvua.,Pia kulikuwa na moto na kila mtu alilazimika kuondoka shuleni.,Nilipata homa kwa kuwa mvua ilinyesha kwa dakika kadhaa.,Nilienda kuogelea ziwani.,Sijawahi kuwa na siku mbaya zaidi.,2
612,Sikuzote Felipe alitaka kuona mandhari maridadi ya Pasifiki Kaskazini-Magharibi.,Aliamua kusafiri kwenda Oregon siku moja.,"Alipokuwa Oregon, Felipe alisafiri kwa miguu kwenye milima mirefu na kula chakula kitamu.",Alihuzunika wakati safari yake ilipoisha.,Mara moja Felipe alianza kupanga safari yake ya pili.,Felipe aliapa kwamba hangeenda tena mahali pabaya kama hapo.,1
613,Ed alimwomba ndugu yake kucheza mpira wa kikapu.,Wawili hao walicheza mchezo wa kirafiki.,Matokeo yalikuwa karibu sawa.,Kisha Ed akafunga mpira.,Ed alishinda mchezo.,Ed alishindwa mchezo.,1
614,Lary alikuwa mchimba-mkaa maskini.,Lary alifanya kazi kwa saa nyingi kila siku katika migodi.,Siku moja Lary alikuwa akichimba madini na akaona mwangaza wa nuru umemulika!,Lary alikuwa amepata mtiririko wa madini ya dhahabu!,Lary alilipuuza na kuendelea kufanya kazi.,Lary alikuwa na furaha na msisimko.,2
615,"Jim gari alikuwa na umri wa miaka kumi, na kuanza kuwa na matatizo.",Aliamua kuibadili na kununua nyingine mpya.,Alifanya utafiti mwingi kuhusu magari ya kiuchumi zaidi ya kununua.,Aliamua kununua gari ambalo lingeweza pia kuendeshwa kwa betri.,Jim aliamua kwamba angependa kununua baiskeli badala ya gari.,Jim aliokoa pesa nyingi kwa kununua gari linalotumia betri.,2
616,Nick alienda kutembea na mbwa wake Jumamosi iliyopita.,"Alipokuwa akitembea, mbwa wake aliona mbwa wengine kadhaa.","Hakuwa na urafiki mzuri na watu, kwa hiyo akaanza kuwapigia kelele.",Ilikuwa hali ngumu na yenye kuumiza kwa wote wawili.,Sam alifurahia sana tabia ya mbwa wake.,Nick aliamua kumpeleka mbwa wake kwa mzoezaji.,2
617,Earl ni babu kwa mara ya kwanza leo!,Binti yake alikuwa tu alikuwa mtoto wake wa kwanza na yeye alikuwa na msichana.,Earl amekuwa akihifadhi pesa kwa siri kwa ajili ya mjukuu wake mpya.,Alimshangaza binti yake kwa kumpa akaunti mpya ya akiba kwa ajili ya mtoto wake.,Earl na binti yake hawapendani.,Binti yake sasa anaongeza kwa ajili ya chuo cha binti yake.,2
618,Jengo hilo lilipuka.,Watu watano walikuwa ndani yake.,Watatu walikufa na wawili wakaokoka.,Mosh aliondoka haraka akiwa na dada yake mdogo mikononi mwake.,Alifurahi kwamba alikuwa hai.,Wengine wote walitoka salama.,1
619,Mpenzi wangu hukusanya stempu.,Si aina ya barua bali aina ya kutia muhuri vitu.,Ana aina tofauti za kupendeza.,Kwa siku yake ya kuzaliwa nataka kumnunulia zaidi.,Nilimnunulia stempu ya pekee kwenye duka la mtandaoni.,Badala yake nilimnunulia nguo za ndani zenye kuvutia.,1
620,"Jake alifungua friji yake, akitafuta chakula.","Hakuona chochote, ila tu jelly.",Alitambua kwamba angeweza kutengeneza sandwichi ya PB na J.,"Alipata viungo, na kujifanyia sandwichi.",Jake alitimiza njaa yake.,Kisha Jake akautupa mkate huo.,1
621,Elda alitamani sana kula chipsi.,Aliamua kuzipika yeye mwenyewe.,Alikata viazi na kuviweka ndani ya mafuta yaliyokuwa yakitokota.,Kisha akavitoa vilipokuwa na rangi ya dhahabu.,Matofaa ya Elda yalipikwa kikamilifu.,Elda alitupa friji hizo ndani ya pipa la takataka.,1
622,"Mwaka mmoja, Matt alikuwa akijizoeza kwa ajili ya nusu-marathon.","Karibu na wakati wa mbio, aliteleza alipokuwa akikimbia na kujeruhi goti lake.",Matt alikosa mbio na akahitaji matibabu ya muda mrefu.,"Mara tu alipopata nafasi, Matt alirudi kufanya mazoezi.",Matt alijifunza kwa bidii ili awe mwimbaji wa piano tena.,Mazoezi yake yalifanikiwa katika mbio za masafa marefu baadaye mwaka huo.,2
623,Susie anapenda mkate wa ndizi wa nyanya yake.,Susie alimpigia simu nyanya yake na kumwomba amtumie.,Nyanya aliishi mbali sana.,Juma lilipita na nyanya akamshangaza Susie kwa kuja kumtembelea.,Susie alikuwa na furaha sana.,Susie alifadhaika.,1
624,Jon na Mika walitaka mtoto wa kike.,"Baada ya kujaribu kwa miaka mingi, hatimaye walipata mtoto wa kike.","Kwa kusikitisha, mtoto huyo alikuwa na matatizo.",Jon na Mika waliogopa kwamba mtoto wao angekufa.,Kisha Jon na Mika wakazaa mvulana.,Mtoto huyo alikua na kuwa mwenye afya na nguvu.,2
625,Brendon alitumia kufanya kazi na Mike.,Siku moja Mike alihamisha kiti chake alipokuwa amesimama.,Alienda kuketi na kuanguka.,Mike hakuweza kujizuia kucheka kwenye tovuti hiyo.,Brendon alikasirika kwa sababu alikuwa na maumivu makali.,Brendon hakuamini kwamba alikuwa amezama kabisa.,1
626,Cara alikuwa amechoka na mvurugo uliokuwa umejikusanya katika karakana yake.,Aliamua kupanga uuzaji wa magari.,Alijitahidi pamoja na mume wake kuhamisha kila kitu.,"Kisha, mwisho-juma huo Cara akaweka mabango ya kutangaza uuzaji wake.",Cara aliuza vitu vingi.,Cara aliondoka kwenda Vegas.,1
627,Nakumbuka nyumba yenye kuogopesha zaidi ambayo nimewahi kuwa ndani yake.,"Ilikuwa nyumba ya zamani, iliyoharibika, isiyo na watu iliyojengwa kwa ajili ya kuogopesha.",Nyumba yenyewe ilikuwa yenye kuogopesha.,Sehemu ya kuogopesha zaidi ilikuwa mwisho.,Mchawi aliruka nje na kunipa hofu ya maisha yangu.,Walikuwa na sherehe ya Krismasi kwenye mlango wa nje.,1
628,Sikuzote Lorraine alitaka kuoka biskuti kama vile mama yake alivyofanya.,Anaamua kuchukua mwezi mmoja wa kupumzika kazini na kutayarisha biskuti tu.,Hatimaye amefanikiwa kutengeneza keki yake.,Anamletea mama yake biskuti na mama yake anasema ni tamu sana.,Lorraine anafurahi.,Lorraine amevunjika moyo.,1
629,Lucy alipenda kuandika mashairi.,Siku moja mama ya Lucy alihuzunika sana.,Lucy alichukia kumwona mama yake akiwa na huzuni.,Aliamua kumwandikia shairi.,Mama ya Lucy alichukia shairi hilo.,Shairi hilo lilimfanya mama ya Lucy ahisi vizuri.,2
630,Joe alikuwa na familia yake kwa ajili ya likizo ya Shukrani.,Alitayarisha mlo mkubwa kwa ajili yao.,Alisubiri familia yake ifike.,"Walikuwa wamenaswa katika msongamano wa magari, na walikuwa wamechelewa kwa saa tatu.",Chakula ambacho Joe alitayarisha kilikuwa baridi.,Mlo ambao Joe alitayarisha ulikuwa moto sana.,1
631,Jake alitaka kufanya akaunti ya YouTube.,Alianza kuandika katika blogu.,Hawakuwa wakipata uangalifu mwingi.,Kisha akaanza kufanya michezo ya kuigiza.,Watu wengi waliona suruali za Jake.,Jake matumaini hakuna mtu bila kuona skits yake.,1
632,Jackie alikuwa akiendesha gari kwenda kazini kwenye barabara kuu.,Kulikuwa na lori lenye farasi katika kibanda.,"Gari lilipoongeza mwendo, ngome ilifunguliwa na farasi akatoka.",Ilikuja kwenye dirisha la gari la Jackie.,"Dirisha lilivunjwa, lakini farasi aliokoka.",Jackie alifurahi kwamba gari lake halikuharibiwa.,1
633,Kelly na rafiki zake waliamua kwenda kula chakula cha mchana huko Indian.,Walikuwa wa kwanza kuingia ndani ya mkahawa.,Ilikuwa buffet ili wapate kile walichotaka.,Wasichana walipenda chakula hicho.,Waliapa kwamba hawatarudi tena.,Walirudi mara nyingi.,2
634,Levi alifurahi sana kutengeneza mishumaa pamoja na mama yake.,Alikuwa ameenda naye dukani na kumsaidia kuchagua harufu.,Leo ilikuwa siku ya kutengeneza mishumaa.,Levi alisaidia kuweka nta katika vifusi.,Waliwasha mishumaa yao jioni hiyo.,Aliyamwaga mengi ya maji hayo kwenye mfereji wa kuondoa maji.,1
635,Nilienda kununua televisheni mpya juma lililopita.,"Hatimaye nilipochagua moja, niliichukua na kwenda nayo nyumbani.",Niliona kwamba ilikuwa imevunjika mara tu nilipoitoa kwenye sanduku.,Kiwambo kilikuwa kimepasuka.,Nilifurahia televisheni.,Nilirudisha televisheni.,2
636,Dennis alijiunga na mashindano ya kuteleza kwenye mawimbi.,"Mwanzoni, hakufanikiwa, na mara nyingi alianguka.",Baadaye alifanikiwa zaidi wakati mashindano yalipoisha.,Kisha akapata wimbi bora zaidi maishani mwake.,Dennis alishinda mashindano hayo.,Dennis hakufurahia.,1
637,"Bustani Ben ilikuwa si nzuri sana, kwa sababu mambo ya kukua, lakini si vizuri.",Wilson alimwonyesha Ben jinsi ya kutengeneza mbolea kutokana na nyasi na majani.,Ben alianza kuunda mbolea katika msimu wa vuli kwa mimea yake iliyoshindwa.,Ben aliongeza majani kwenye rundo lake la mbolea na kungoja hadi wakati wa masika.,Mwaka uliofuata bustani yake ilikuwa nzuri na yenye afya.,Katika spring aliamua si kuanza bustani.,1
638,Joe alikuwa na njaa sana.,Hakukuwa na chakula chochote katika friji yake.,Hakuweza kupata simu yake ili kuagiza chakula cha kubeba.,Joe aliagiza pizza mtandaoni.,Joe alilipa kwa ajili ya utoaji wa chakula cha Kichina.,Joe alianza kula pizza kabla ya yule mtoaji wa chakula kuondoka.,2
639,Jason na marafiki wake walikuwa wakikusanyika ili kutazama sinema.,Kila mtu alileta chakula.,Jason alitambua kwamba alikuwa amesahau kuleta kitu fulani.,Alikimbia nyumbani na haraka akafanya popcorn kwa ajili ya sinema.,Alirudi na popcorn.,Kisha akaitupa popcorn hiyo kwenye takataka.,1
640,Mary alitaka kufanya mipango ya usiku wa kuamkia Mwaka Mpya.,Aliamua kufanya karamu katika nyumba yake.,Aliwaalika marafiki wake wote.,Marafiki wake walileta chakula na vinywaji kwenye karamu.,Ilikuwa sherehe bora zaidi ya usiku wa kuamkia mwaka mpya.,"Alichukua chakula hicho, na kuwaomba wote waondoke.",1
641,Jim alienda kwenye maeneo yenye unyevunyevu akiwa na bunduki kubwa.,Aliiweka na kungoja hadi nyumbu walipopitia.,Alipiga risasi kundi hilo.,Ndege mia mbili walijeruhiwa.,Jim alifurahi.,Jim aliogopa sana alipopiga risasi.,1
642,Janice huvaa suruali za jean kila siku kwenda kazini.,"Hata hivyo, sasa amepandishwa cheo na kuwa meneja.",Anaamua kwamba anahitaji kuvaa kwa njia ya kawaida zaidi.,Janice hununua jozi chache za suruali za rangi ya kahawia kwa ajili ya kazi.,Pia alinunua mablanketi mengi.,Siku iliyofuata alivaa shati lililokatwa.,1
643,Juanita aliamka mapema ili kwenda kuogelea kwenye ziwa.,Alipenda sana kupiga makasia kwa amani kabla ya mtu yeyote kuamka.,Asubuhi hii alishtuka kuona korongo akiruka juu ya ziwa.,"Alipokuwa akipata picha, alipoteza usawaziko wake na kuanguka majini.",Juanita alirudia kwenye mashua.,Juanita aliendelea kupiga picha.,1
644,Jody alifanya kazi kwa bidii sana.,Sikuzote alifanya yote aliyoweza na mara nyingi alifanya kazi ya ziada.,Msimamizi wa Jody aliona jitihada zake na akaamua kumpandisha cheo.,Kazi yake ngumu ilikuwa imefanikiwa!,Jody alifutwa kazi papo hapo.,Jody akawa meneja na akafanikiwa.,2
645,Charlie angekula chochote.,"Alikuwa mdogo, hata kwa ajili ya chihuahua, lakini alipenda chakula.",Ushindi wake mkuu ulikuwa wakati alipouiba pizza kubwa.,"Akiwa amehuzunika, familia yake ilimpeleka kwa haraka mtu fulani mwovu waliyemwita Vet.","Kisha, mambo hayo mawili yalisababisha matatizo zaidi.",Charlie alibadili tabia zake mbaya.,2
646,Dada mkwe wangu Sue alikuwa na hasira wiki iliyopita.,Msimamizi wake Cara alimshtaki kwa kuwapa watu wengi sana zamu.,Sue alisema kwamba hakufanya ratiba siku hiyo.,Alichukua karatasi za kazi ili kuthibitisha hoja yake.,Msimamizi wake aliomba msamaha kwa sababu ya shtaka hilo.,Sara alifutwa kazi.,1
647,Nora alitaka kwenda likizo.,Aliamua kutembelea kibanda cha mlimani.,"Nyumba hiyo ilikuwa maridadi, ilikuwa katikati ya msitu, kando ya kijito.",Nora alipenda kwenda matembezi kando ya kijito.,Alitandaza blanketi na kufurahia mlo wa mchana wenye kupendeza.,Alikula chakula chake chote katika kibanda hicho alipokuwa likizoni.,1
648,Marcy ni mwanamke kiziwi anayeishi peke yake.,Alimwambia rafiki yake kwamba jambo gumu zaidi ni kuwasiliana na watu asiowajua.,Rafiki yake alimwambia achukue kalamu na karatasi ili aweze kuwasiliana.,"Marcy alianza kufanya hivyo, na akaona ni rahisi zaidi kufanya mambo peke yake.",Alimshukuru rafiki yake kwa ushauri huo.,Marcy aliacha kuzungumza na rafiki yake.,1
649,Fanya ni jina la Schnauzer ndogo ya Sharon.,Fancy alitimiza miaka 14 jana.,Kwa kawaida Schnauzer hawaishi muda mrefu hivyo.,Sharon anahisi ana bahati ya kuwa na Fancy tangu alipokuwa mtoto mdogo.,Sharon alijua kwamba wakati wake pamoja na Fancy ulikuwa mfupi.,Sharon hakutarajia Fancy aende.,1
650,Keith aliishi katika eneo ambalo lilitetemeka mara kwa mara.,Lakini alifikiri kwamba hakuwa na haja ya kuweka kiti cha matibabu ya kwanza.,"Siku iliyofuata, alijeruhiwa mkono alipokuwa akikata chakula.",Na alilazimika kuendesha gari hadi hospitalini.,Kisha gari la Keith likashuka barabarani tetemeko la ardhi lilipotokea.,Mashua ya Keith ilianguka kwenye matumbawe kwa kasi sana.,1
651,Sean alitaka kwenda nje kwa ajili ya picnic.,Alijifungia chakula cha mchana katika kikapu.,"Kisha, akaenda na baiskeli yake shambani.","Akiwa shambani, alikula chakula chake cha mchana.",Sean alichukia kula nje.,Sean alipenda kuwa nje.,2
652,Wazazi walifurahi sana kwa kuzaliwa kwa binti yao.,Walimwita Joy.,"Karibu miaka miwili baadaye walikuwa na mtoto wao wa pili, mvulana.","Ingawa walikuwa wenye furaha na wenye shukrani, hawakuwa na shauku sana.",Mwana wao alikuwa mgumu kutunzwa ikilinganishwa na Joy.,Wazazi walikuwa na mtoto mwingine.,1
653,"Chris alitaka pakiti ya kutafuna, lakini hakuwa na pesa.",Aliamua kuiba gum kutoka dukani.,"Mmiliki wa duka alimkamata Chris akiiba gum, naye akapata matatizo.",Chris alihisi vibaya sana.,Chris aliomba rehema.,Chris alifurahi sana kukamatwa.,1
654,Rene alikuwa katika uwanja wa michezo na marafiki kadhaa usiku wa Ijumaa.,Alikuwa akijitayarisha kucheza mchezo lakini akatambua kwamba alikuwa amesahau mkoba wake.,Rafiki yake Jack aliona hilo na akajitolea kumkopesha pesa.,Rene alithamini ombi lake na kukubali.,Rene alimwambia rafiki yake amwache.,Kisha Rene akaanza kucheza.,2
655,Neil alipanda ndege kwenda Bangkok.,Alitembea huku na huku ili kuona mandhari.,Kulikuwa na vyakula vingi vizuri vya wenyeji!,Na zawadi hizo zilikuwa nzuri sana!,Neil alikaa siku chache zaidi huko Bangkok kwa sababu ya furaha hiyo yote.,Neil aliamua kwamba hataki kwenda Bangkok tena.,1
656,Amy alitaka kunyoosha nywele zake zenye kukunjwa.,Alienda dukani na kununua kifaa cha kunyoosha chuma.,Alijisafisha na kisha kutumia saa 2 kunyoosha nywele zake.,Mvua ilinyesha na nywele zake zikawa mvua.,Amy alivunjika moyo sana.,Amy alifurahi.,1
657,Ninapenda mahali hapa pa Kiitaliano karibu na nyumba ya rafiki yangu wa kike.,Sisi kwenda huko pamoja wakati wote na ni daima ajabu.,Ninapenda aina ya pasta wanayotoa na bei ni nzuri sana!,Tumekuwa tukienda huko kwa muda mrefu sana kwamba wafanyakazi wanajua kile tunachopata.,Ni chafu sana hivi kwamba nilionya marafiki wangu wasile huko kamwe.,"Tunapoingia, chakula huwa mezani mara moja.",2
658,Mike ni polisi aliyepigwa risasi mguu.,"Hakuwa amewahi kupigwa risasi, na hilo lilimfanya afikirie maisha.",Hakujua kama angerudi kazini.,Aliona uhalifu huo kwenye habari usiku huo.,Mike alicheka kwa mzaha.,Naye akaamua kwamba ni wito wake kupigana na uhalifu.,2
659,Tracy hakuamini kamwe ndoa.,Doug alimfundisha Tracy jinsi ya kuhisi tena upendo.,Doug na Tracy waliahidi kwamba watatengana.,Doug alivunja nadhiri yake ya ndoa kwa Tracy.,Tracy alikuwa na furaha pamoja na Doug.,Wasiwasi wa Tracy kuhusu ndoa ulithibitishwa.,2
660,Joseph alikuwa katika maktaba.,Alitaka kitabu kipya lakini hakujua achukue kitabu gani.,"Akiwa na mambo mengi ya kuchagua, alihisi amelemewa.",Aliamua kutumia njia mpya ya kuchagua kitabu.,Alifunga macho yake na kuchagua moja.,Joseph alienda chini na kununua aiskrimu.,1
661,Neil alipenda Dublin!,Alifikiri kwamba mji mkuu wa Ireland ulikuwa wenye kupendeza na wenye urafiki.,Lakini mahali alipenda zaidi palikuwa Trinity College.,Aliona kitabu cha kale cha Kells kikionyeshwa huko.,Alifurahia kukaa kwake katika nchi hiyo.,Neil alichoshwa na safari hiyo na akaenda nyumbani.,1
662,Ray alipenda kutumia siku hiyo kwenye ufuo wa bahari.,"Yeye na rafiki yake wa kike walitumia saa nyingi wakilala kwenye mchanga, wakiota jua.",Ray alipenda kusoma vitabu na kusikiliza muziki kwenye kicheza-sauti chake cha MP3.,Msichana mwenzake alipenda kwenda majini kwa muda.,Wote wawili walifurahia siku yao.,Hawakuipenda tena pwani.,1
663,Usiku uliopita niliamshwa na simu.,Rafiki yangu alikuwa na gorofa uchovu na alikuwa kukwama katikati ya barabara.,Ilinibidi niondoke katikati ya usiku ili kusaidia.,Ilikuwa baridi na yenye kuchosha lakini niliweza kusaidia kuweka akiba.,Rafiki huyo alishukuru sana kwa msaada huo.,Kisha nikaondoa gurudumu na kumwacha akiwa amenaswa.,1
664,Grace alirudi nyumbani kutoka kazini siku moja ya kiangazi.,Alifungua friza ili kupata vipande vya barafu kwa ajili ya kinywaji baridi.,Lakini alipata jambo fulani baya sana.,Umeme ulikuwa umekatwa na barafu yote ilikuwa imemeta!,Grace alivunjika moyo sana.,Grace alifurahi kuhusu barafu.,1
665,Harrison alikuwa akicheza mpira wa wavu na marafiki.,Alipiga mpira kwenye mstari na akafunga bao.,"Hata hivyo Emily, katika timu ya adui pia alifunga.","Mchezo ulikuwa na sare, hadi Harrison alipofunga bao la ushindi.",Harrison alimkasirikia Emily.,Harrison alikuwa na furaha na msisimko.,2
666,Sally aliingia kwenye mashindano ya mtandaoni na kushinda kadi za zawadi.,Mtu aliyehusika na zawadi alipata anwani yake na kuzituma.,Sally alizipokea kwa barua siku chache baadaye.,Alienda mtandaoni na kuamua kile ambacho angependa kununua.,Alipata kitu kizuri na kukinunua kwa furaha.,Sally hangeweza kununua chochote bila pesa.,1
667,Fred anaamua kwamba angependa kuanza kukumbuka maisha yake ya kila siku.,Anaenda kwenye duka la karibu na kununua kitabu cha kumbukumbu.,"Kuanzia siku hiyo na kuendelea, Fred aliandika kila kitu alichofanya katika kitabu chake cha kumbukumbu.",Mwaka mmoja baadaye Fred anatafuta habari katika kitabu hicho ili aone jinsi alivyotumia wakati wake.,Fred hakupenda kitabu chake cha kumbukumbu.,Fred alifurahia kusoma hadithi za zamani.,2
668,Sky alienda Uturuki pamoja na darasa lake.,Alifika Istanbul na kuanza kuona mandhari.,Wanafunzi wote walipenda usanifu-ujenzi.,Na walifikiri chakula kilikuwa kizuri pia!,Sky alitaka kuondoka haraka iwezekanavyo.,Sky hakutaka safari yake iishe.,2
669,Familia ya Joss ilikuwa ikikaribisha mwanafunzi wa kubadilishana.,Joss aliogopa kwamba yeye na msichana huyo mpya hawangelewana.,"Lakini msichana alipofika, walipendana!",Upesi wakawa wakinunua vitu na kuzungumza pamoja wakati wote.,Joss alimwambia mama yake kwamba mwanafunzi huyo wa kigeni alikuwa mbaya.,Joss alimwona mwanafunzi huyo wa kigeni kuwa kama dada yake.,2
670,Joe na Mary waliwaalika marafiki kwa ajili ya chakula cha jioni.,Walikusanyika jikoni na kutayarisha pizza.,"Pizza ilipokuwa ikipikwa, wenzi hao walicheza michezo ya ubao.",Michezo iliyochezwa kwa saa nyingi.,Wote waliamua kutokufanya hivyo tena kamwe.,Wote walifurahia.,2
671,Ninapenda kucheza besiboli lakini sipendi kutazama besiboli.,Inafurahisha kucheza lakini kwa kweli ni kuchosha sana kutazama.,Baba yangu hupenda kuiangalia na nyakati nyingine mimi huketi pamoja naye na kuiangalia.,Tunazungumza kuhusu siku za zamani tulipokuwa tukicheza pamoja nje.,Natamani angekufa tayari.,Ni vizuri kupumzika na kukumbuka mambo ya zamani.,2
672,Majirani wa ghorofa ya juu daima huzunguka-zunguka.,Hata usiku sana.,Wao huwa nyumbani karibu sikuzote.,Nilijaribu kuzungumza nao kuhusu hilo na wakasema wangekuwa kimya zaidi.,"Baada ya muda usiozidi saa moja, wanaanza tena kupiga teke.","Walikuwa kimya sana, nikalazimika kuwaita polisi.",1
673,Robbie alitaka kununua kofia mpya.,Alitembea kwa saa moja ili tu kupata kofia mpya aliyotaka.,Hatimaye alipofika huko alipata yule wa mwisho.,Alipokuwa akijaribu kuivaa ilifaa kikamilifu.,Alivaa kila siku.,Aliitupa katika takataka.,1
674,Neil alijua alichopaswa kufanya alipotembelea Dublin.,Hangeweza kuondoka jijini bila kutembelea baa zake nyingi!,Neil alienda kwenye baa nyingi na kunywa bia nyingi.,"Alipata kichefuchefu sana, lakini alikumbuka jambo moja kwa hakika.",Alikumbuka kuwekeza katika dhahabu.,Hakua akiendesha gari akiwa amelewa.,2
675,Francisco huwaonea wivu marafiki wake wote ambao huenda kwenye ski wakati wa baridi kali.,Anaamua kwamba anataka pia kuteleza kwenye theluji.,Francisco anajifunza jinsi ya kuteleza kwenye theluji kwa kufanya kazi na mwalimu.,Yeye huzoea sana.,Francisco akawa mwendeshaji wa maji mwenye ustadi.,Francisco akawa mwanasoka mzuri.,2
676,Sai kwa kawaida alichukia siku za picha shuleni.,Walikuwa wa kuchosha na kamwe hakuonekana kuwa mzuri kama baadhi ya watoto wengine.,"Ili kujaribu kumsaidia Sai kujisikia vizuri, mama yake alimnunulia sweta mpya.",Sai alivaa sweta hiyo siku ya picha na akapongezwa sana.,Sal alihisi vibaya.,Sal alihisi vizuri sana.,2
677,Alycia aliegesha gari lake barabarani na kuelekea mjini.,Alijiunga na marafiki zake na walikuwa na usiku mzuri.,"Ilikuwa kuchelewa, na ilionekana kana kwamba gari la Alycia halikuwa mahali alilokuwa ameliacha.","Muda si muda, marafiki wote kumi walikuwa wamejiunga nao katika gari wakitafuta mambo ya kujifurahisha.",Marafiki walipata gari la Alycia.,Mshangao wao kupatikana katika barabara yeye parked yake.,2
678,Mama yangu alikuwa na mbuzi wa kufugwa.,Aliitunza vizuri sana.,"Siku moja, alitambua kwamba mbuzi huyo alikuwa amepotea.",Alimwuliza mama yake mahali ilipo.,Katie alivunjika moyo mama yake aliposema kwamba ataenda kwenye uwanja wa nyuma.,Katie alifurahi mama yake aliposema kwamba ataenda kwenye uwanja wa nyuma.,2
679,Kundi la muziki wa oompah na kundi la muziki wa mariachi walikutana barabarani.,Waliamua kufanya jukwaa la muziki wa kuchezea muziki wa muziki wa kuchezea.,"Muda si muda, waligundua kwamba mitindo yao hailingani.",Wakazi wa karibu walipiga simu polisi kulalamika kuhusu kelele.,Polisi aliwaambia waache kucheza pamoja.,Polisi aliwaambia waendelee kucheza.,1
680,Mchezo huo ulikuwa na sare.,Alama ya mwisho iliyopigwa ingemfanya mshindi wa mchezo huo ajulikane.,Eric alimpa Bill mpira wa tenisi.,"Bill alikosa karibu mpira, lakini alifaulu kuupiga.",Eric alipiga mpira kwa kijiti chake cha baseball.,Eric hakuweza kulipiza kisasi na Bill akashindwa.,2
681,"Ilikuwa mwisho wa kiangazi, na wakati wa kurudi kwenye ununuzi wa shule.",Ilikuwa mwaka wa kwanza mama ya Gina aliwaruhusu kuja.,Aliwapeleka kwa Marshall karibu na nyumbani kwao.,Walikuwa na vitu vichache tu katika kiwango chao cha bei.,Gina alifurahia sana mavazi aliyochagua.,Mama ya Gina alichukua mkopo ili kulipia gharama hizo.,1
682,Mwinzi aliishi kwenye mti katika bustani ya mama yangu.,Alianza kumlisha karanga.,"Siku moja, aliona kwamba sasa kulikuwa na chungu wengi katika mti wake.",Alianza kuwalisha karanga.,Kisha akawatisha squirrels.,Swaliwalili wakaanza kuja nyumbani kwake mara nyingi zaidi.,2
683,Mshana wangu alipata baiskeli mpya kwa ajili ya Krismasi.,Aliogopa kwamba angeanguka kutoka kwenye baiskeli yake mpya.,Niliamua kumsaidia mpwa wangu kujifunza kuendesha farasi.,Nilikuwa nikimshika baiskeli wakati alipoanza kuendesha baiskeli.,Niliisukuma baiskeli.,Upesi akajifunza kupanda farasi.,2
684,Gina alikuwa na adhabu ya kifungo cha chini.,Ilikuwa mara yake ya kwanza.,Aliongea na marafiki nje ya chumba huku akijifanya kuwa mzuri.,Ndani ya tumbo lake ilikuwa kugeuka katika knots.,Gina alikuwa mwasi wa asili.,Gina alihangaika kwamba wazazi wake wangejua.,2
685,Alicia alipenda mahali alikoishi.,"Siku moja, wazazi wake walimwambia kwamba walikuwa wakihama.",Alikuwa na huzuni sana.,Siku ya kuhama aliagana na rafiki zake.,Kisha wakahamia nyumba yao mpya.,Alicia alifurahi kuondoka katika nyumba yake ya zamani.,1
686,Brian aliombwa amtazame mbwa wa rafiki yake.,Waliacha kitabu cha kumbukumbu ili waandike mambo.,Alihakikisha kwamba anatoa habari mpya kuhusu safari zake huko.,Kabla tu ya kurudi aliacha ujumbe kuhusu wakati wao.,Alifurahi kwamba marafiki wake walimwona kuwa mwenye kutumainika.,Alilazimika kukubali kwamba hakupenda sana paka wao.,1
687,Usiku uliopita niliweka alama ya kuku aliyeokwa.,"Nilipoweka oveni, niliondoka.",Nilishangaa niliposikia harufu ya kitu kilichokuwa kimeteketezwa.,Niliangalia ndani ya tanuri na kuku alikuwa ameharibiwa.,Badala yake niliagiza kula pizza.,Nilipenda koti langu jipya la mvua nililonunua.,1
688,Laura aliamka mapema ili afike darasani kwa wakati.,Alijifanyia kiamsha-kinywa kabla ya kwenda shuleni.,"Baada ya kiamsha-kinywa, Laura aliondoka nyumbani na kupanda basi.","Alipofika shuleni, aliona ishara iliyosema kwamba darasa limefutwa!",Laura alihisi kwamba alikuwa amepoteza wakati wake.,Laura alikuwa na siku nzuri darasani siku hiyo.,1
689,Ray aliweka tairi kwenye kamba ili kumfanyia binti yake mlingoti.,Alipanda ndani yake na kucheza kwa furaha.,"Kisha Ray akasikia mlio wenye nguvu na wenye kuchukiza, na kelele kubwa.",Tawi lililokuwa likibeba mlingoti huo lilikuwa limevunjika na binti yake alikuwa ameanguka!,Ray alicheka hali hiyo ya kipumbavu.,Ray alimkimbilia binti yake ili kuhakikisha kwamba alikuwa salama.,2
