,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
883,Џоова сестра је увек имала своје тестове на фрижидеру.,Она је све време добијала А.,Џо никада није добио А.,Зато је био поносан када је дошао кући са петоком на домаћем задатку за правопис.,Његова сестра му је честитала.,Био је тужан до краја дана.,1
884,Адам и Ејнџел су желели да се иселе и нађу свој дом.,Недељама су тражили станове на интернету.,Нашли су неколико станова који су им се допали.,Отишли су и погледали станове које су изабрали.,Коначно су одлучили за стан.,После тога су се развели.,1
885,Грета је била десет година стара.,Желила је да организује рођенданску забаву.,Грета је раздавала позиве за забаву у школи.,"Када је дошао дан забаве, нико се није појавио.",Грета је била срећна што се нико није појавио.,"Грета је била веома тужна, али су је родитељи развеселили.",2
886,Шари је била забринутија.,"Њено венчање је било сутра, и то је била церемонија на отвореном.",Али предвиђена је киша!,"Срећом, дан венчања је ипак био чист и сунчан.",Свечаности су се одвијале без проблема.,Сви гости су били покривени снегом.,1
887,Ејми је била узбуђена што је била Божићна веч.,Била је веома добра цела година.,Дала је Санти у трговачком центру листу својих омиљених играчака.,Рекао јој је да ће добити све што жели.,Ејми није ни волела Божић.,"На Божић, Ејми је добила управо оно што је се надала да ће добити.",2
888,Анна се цело лето бринула о свом врту.,Отишла је напољу да би жетву.,Све њено воће и поврће било је спремно!,Она их је покупила једну по једну.,Ана не воли поврће.,Имала је обилну жетву.,2
889,Ким је бацила четку за зубе у тоалет.,Била је одвратна од мисли да стави руку у да га извуче.,Узмела је ножице из фиоке.,"Сваки пут када је имала четкицу за зубе, она је губила.",Ким је завршила четкање зуба и осмехнула се.,Ким је одлучила да је то знак да купи нову четкицу за зубе.,2
890,Ханани родитељи су је пријавили на часове клавира.,"Након прве клавирске лекције, Хана је била обесхрабрена.",Покушала је да вежба што је могла.,Хана није могла правилно да користи прсте.,Хана је волела своје прсте.,Хана је одустала од клавир.,2
891,Кира је пронашла човека за кога је мислила да је чувар.,"Имао је сјајан посао, импресивну кућу, и плаћао је све њихове састанке.","Неколико месеци након што је почела да се дружи, Кира је почела да планира своју венчану хаљину.",А онда је ударио јер је спалила вечеру.,Кира је била толико поносна на свог новог дечка.,Кира не може остати са овим злостављајућим човеком.,2
892,Пастир је отворио врата.,Он је послао свог пса на пашњаке да окупи овце.,Пси су одвели овце ка капији.,Овце су се заједно померале у јазло.,Пастир се затим вратио кући.,Пастир је затим пустио овцу.,1
893,Волтер је био усамљен од када му је жена умрла.,Упознао је једну лепу даму на бинго и постао јој је пријатељ.,"Међутим, осећао се кривим због онога што би његова почина жена могла да мисли.",Валтер је имао жив сан у којем га је његова покојна жена уверила.,Позвао је даму из бингоа да иде на вечеру са њим.,Одлучио је да више никада не излази са неким.,1
894,Марина је пролазила поред библиотеке.,Склопила је лице да би избегла јак ветар који је долазио према њеном лицу.,Изненада је трава веома тешко ударила у Марине ноге.,"Погледала је надоле ка својим ногама, али је постала дезоријентисана.",Волела је да игра голф.,Није могла да верује колико је ветровито.,2
895,"Учерашње сам играо у игри ""Пауербол"".",Изабрао сам своје бројеве из библије наше породице.,Купио сам своје карте од реномираног агента за онлине лотарију.,"Док су се издвајали победнички бројеви, нервозно сам се молио.",Нисам победио.,Разочаран сам што сам победио.,1
896,Ејми је уписана на напредни курс биљне биологије.,Следеће недеље има тест о фотосинтези.,Информације су сложене и дубоке.,Написала је песму о томе како би лакше запамтила материјал.,Ејми је онда провалила тест јер се није припремила.,Њена песма јој је помогла и онда је добро радила.,2
897,"Када сам завршио колеџ, био сам толико нервозан да почну да раде.",Једва сам спавао недељу дана пре почетка.,"Дана, био сам мучни и нервозан.","Међутим, порака честитње од родитеља је подигла моју расположење.",На крају сам отишао раније јер сам био болестан.,Имао сам сјајан први дан на послу.,2
898,Седамгодишњи Бен је отишао да се игра код свог пријатеља Мајка.,"Мајк је поздравио Бена, и отишли су да се играју у Мајкове собе.","Прво, дуго су се играли са Мајковим квадрокоптерима.",Затим су се играли са камионима.,Имали су добро време заједно.,Али нису се ни забавиле.,1
899,"Један келнер је умирио да иде кући, али је још увек имао сто за јело.",Келнер је одштампао рачун и ставио га на сто.,Гости су после неког времена приметили рачун и схватили су за што је реч.,Платили су рачуне и отишли.,Захвално је што је келнер отишао за вече.,Пар је наручио предјеће и одлучио за своје предјеће.,1
900,Кеј се враћала код своје мајке.,Она је са жалошћу спаковала своје ствари и одвела се у кућу своје мајке.,Њена мајка јој је помогла да распакује кола.,Није било довољно простора за Кеине ствари.,Кеј је морала да стави неке своје ствари у складиште.,Кеј је морала да купи још ствари.,1
901,Девојке су одлучиле да се окупе на вечеру.,Довели су и своје породице.,"Нажалост, они су се преварили.",Особа је морала да их баци.,Девојке су се потпуно срамотиле.,Девојке су се одлично забављале.,1
902,Винни је увек надао да ће упознати стварну филмску звезду.,Његови пријатељи су му рекли да је тешко упознати филмску звезду.,"Међутим, није одустао од наде.",Једног дана је Винни видео Дензела Вашингтона како шета.,Винни је наставио да хода.,Винни се сликао са њим.,2
903,"Када сам имао седам година, отишао сам да пливам са неким пријатељима.",Нисам знао како да пливам у дубокој води.,Случајно сам се спустио у дубоки део базена.,Мислио сам да ћу се удавити!,Мој рођендан је био најбољи дан у животу.,Спасилац је скочио и извукао ме из дубине.,2
904,Смитсови нису могли да пронађу своју мачку.,Страшили су се да је изашла напољу и изгубила се.,Сви су били тужни када су седели испред божићног дрвета.,Тада су приметили да их она гледа са врхових грана.,Смитова мачка је мијавала на предњим вратима.,"Смитсови су сви узвику, и пожурили да прегрну своју мачку.",2
905,"Уместо да оде одмах на колеџ, Флора је отишла у иностранство.",Посетила је многе европске земље и упознала пуно људи.,"Када је требало да се врати кући, одлучила је да остане у Шпанији.",Успела је да запосли тутора и имала је много великих авантура.,Флора се осећала изостављеном јер никада није видела Европу.,Флора је сваке године посећивала своје родитеље да им каже своје приче.,2
906,Џојс је купила овоће пре недељу дана.,То је био део њене новогодишње одлуке да буде здравија.,После неколико дана је заборавила на то.,На крају је њен стан заузео стварно лош мирис.,Џојс је бацио овоће.,Џојс је била срећна због новог мириса.,1
907,Тед и неки његови пријатељи отишли су једног поподнева на језеро.,Тедови пријатељи су га молили да се придружи њима у води.,Тед није знао да плива.,"Тед је одлучио да није било бољег времена да научи, па је ушао у игру.",Тед се осећао веома сувим.,"Теда су скоро удавили, али су га пријатељи спасили.",2
908,Позвао сам Сару на састанак.,Она је пристала.,Била сам толико узбуђена због нашег састанка.,"Ишли смо на вечеру, а затим у филм.",Имао сам ужасно време.,Морам да пољубим Сару на добру ноћ.,2
909,Једног дана сам отишао у зоолошки врт са својим пријатељима.,"Чуо сам да у зоолошком врту има лењиваца, и увек сам желео да их видим.","Посетили смо скоро све изложбе, али нисмо видели никакве лењике.",Коначно смо пронашли лењиве у последњем експонату.,Одлучили смо да одемо без да посетимо изложбу.,Били смо задовољни.,2
910,Научник открива да се болест почиње ширити.,У својој лабораторији ради на леку за ту болест.,Други научници се окупљају да му помогну у његовом раду.,Пролази неколико недеља и успевају да развију лек.,Они се осећају лудо што су то учинили.,Они спасавају свет.,2
911,Трои је отишао да се игра код Сем-а.,"Дечаци су се играли са блоковима, камионима и медведама.",Такође су се бојали и играли са бојама на прстима.,Самов отац им је направио закуску од јабука и карамелног соса.,Трои се много забављао код Сем-а.,Трои више не жели да се игра са Семом.,1
912,Ивон је увек била претешка.,За Нову годину одлучила је да почне да вежба.,Почела је да трчи сваки дан.,За два месеца изгубила је 23 килограма.,Ивон је била поносна на себе.,Ивон се осећала пораженом.,1
913,Индија је хтела да проба сладну кафу.,Индија је одлучила да направи своју сладну кафу код куће.,Индија је припремила кафу у машини за пиће.,Тада је Индија узела млеко и лед за пиће.,Затим је испила своју врућу чоколаду.,"Када је завршила са припремом, она је конзумирала укусно пиће.",2
914,"Бетси је желела штенаца, али јој је мајка рекла не.",Бетси је била тако тужна и разочарана јер је заиста желела кућног љубимца.,Једног дана је ушла у своју собу и у кавезу пронашла хрчак.,Њена мајка јој је ипак купила кућног љубимца!,Бетси је полудела јер је то био глодач.,Бетси је била веома узбуђена.,2
915,Морин је увек желела да постане наставница биологије.,Уче веома напорно да би постала стручњак за биологију.,Њене пријатељике јој кажу да је биологија превише тешка за њу.,"Међутим, она наставља док не добије диплому.",Морин је рекла да девојке не припадају научним професијама.,Сада Морин дели своју страст према биологији са ученицима.,2
916,Корнелија је увек волела да ради рукама.,Одлучила је да покуша да сагради сто.,Ушла је на курс дрводеле како би научила како да га изгради.,"Након што је завршила курс, Корнелија је направила леп сто.",Корнелија је рассекла сто за дрво за ватру.,Корнелија га користи као ноћни стол у својој соби.,2
917,Деца су отишла на гробље.,Дошли су на гроб са ланцима.,Неки од ланца су били скршени.,Поплашили су се и побегли.,Нису желели да поново дођу до тога.,Волели су да играју фризби.,1
918,Бо и Џим су желели да се брзо возе.,Они су возили своје аутомобиле у соне просторе у Јути.,"Бо је скочио у свој Мустанг, а Џим је скочио у своју Корвет.",Они су се тркали међу собом седам миља.,Џим је Бо-у дао масажу.,Џим је победио у трци са својом Корветом.,2
919,Данас је Сали отишла на пешачење.,Волела је да шета кроз шуму.,У гнезду је видела прелепог црвенца.,Сали воли црвенице.,Била је узбуђена.,Сали сматра да су птице веома досадне.,1
920,Џојин дечко је одвео да игра путт путт.,Није схватио да је играла голф од детињства.,Имала је три рупе у једној утакмици.,Она га је победила за 18 поена!,Он се смео и затражио да се поново утакмице.,Био је толико љут да више никада није разговарао с њом.,1
921,Мој је племеник професионални кувар.,"Док је кувао за нас код куће, одлучио је да се мало похвали.",Видео смо како је резао лук иза леђа.,Били смо изненађени како је брзо секао и није се порежео.,Он је ужасан кувар.,Он је фантастичан кувар.,2
922,Мања сестра је сазнала да ће имати млађег брата.,Била је узбуђена док није сазнала да више неће бити беба.,Онда је почела да се понаша.,Насликала је на зидовима.,Мале сестре је за њено понашање дато колачиће.,Мања сестра је била кажњена са тајмеаутом.,2
923,Овог лета сам отишао на планинарство.,Отишао сам да сам сам одлазим са кампа.,Загубио сам се јер нисам имао никакву опрему.,Пешачила сам миље тражећи своје пријатеље.,На крају сам нашао неке трагове.,Одлучио сам да останем изгубљен.,1
924,Хејли је учествовала у школском маратону.,"Међутим, заборавила је да донесе своје ципеле за трчање.",Хејли је и даље била одлучна.,Питала је учитеља да ли јој може позајмити њену за дан.,Учитељица је дивила Хејлиној страсти и пристала.,Хејли је била слабо вољна.,1
925,Џим је косила двориште када му се косилка заглавила за неки метал.,Џим је пажљиво погледао метал и видео да личи на накит.,Он је одвео комад метала оцјењивачу.,Проценкар му је рекао да је то био стари прстен из старе цивилизације.,Џим је продао прстен за 1.000 долара.,Џим је бацио прстен.,1
926,Кајл и Тед су били у такмичењу за једење питки.,Седели су заједно пред својим питовима.,"Када је такмичење почело, они су се укопали.",Обоје су имали ужасне болове у стомаку.,Обоје су се осећали сјајно након што су јели пире.,Кајл и Тед су се толико разболели да су обојица изгубили.,2
927,Боб је играо одбојку.,Одједном му се вртоглавица и пао је.,Његови пријатељи су му брзо дошли на помоћ.,Боб је био дехидриран због напора.,Боб је рекао да је осећао надуеност због пијења превише воде.,Боб-ови пријатељи су му брзо донели воду да би га хидрирали.,2
928,Кати је са ужасом схватила да јој је нестало млека.,Зато је сакупила своју малу децу и отишла у продавницу.,Били су лоши у продавници и много су викали.,Кати је плакала на путу кући.,Деца су отишла у кревет без вечере.,Кати их је одмах одвела у продавницу.,1
929,Чак је увек желео да се придружи дебатном тиму у школи.,"Има сјајне идеје за расправу, али се плаши јавног говора.",Узео је часове говора током лета да помогне.,"Чим је школска година почела, пријавио се за тим.",Чак се придружио и прилично добро се одвијао.,Чак је напустио школу.,1
930,Једном сам се изгубио у шуми.,Било је веома топло.,Убрзо сам постао веома жедан.,Осећао сам се као да ћу умрети.,"Срећом, пријатељи су ме пронашли.",Умро сам од смрзавања.,1
931,Лаура је имала страст према уметности.,Сваког дана после часова сликала је.,Једног дана је насликала свој аутопортрет.,Објавила је на интернету да би сви видели.,Лаура је била задовољна што је људима показивала своју уметност.,Лаура више никада није сликала.,1
932,Јасон је увек дивио брзе покрете боксера које је видео на ТВ-у.,У слободно време је почео да тренира како би постао боксер.,Сваког дана је часовима вежбао ударе и скок на јаже.,На крају је постао велики боксер.,Прву је борбу освојио нокаутом.,Његове борбе су биле веома узбудљиве.,1
933,Наша деца су имала 2 дана одмора од школе.,Зато смо одлучили да се забављамо у Великом вучком ложу.,Деца су уживала у пливању у аквапарку.,Уживали смо у пици и приче након пливања.,Заклели смо се да се никада нећемо вратити у Велику Волкову Ложу.,Сви смо се добро провели.,2
934,Том је био на аутобуској станици викендом.,Поред њега је био један висок господин.,Одједном је почео да виче.,Том и сви остали око њега постали су мало неудобни.,Висок господин је замолио Тома за чашу воде.,Том га је питао у чему је проблем.,2
935,Али је изгубила 50 килограма.,Лекар јој је рекао да треба да изгуби још 10.,Ако је изгубила још 10 он би јој уклонио кожу.,Али је била на дијети и вежбала.,Али је успела да спусти 10 килограма и да јој уклони кожу.,Али је вратила сва тегова која је изгубила.,1
936,Џени је била зависна од слања порука.,Џени је слала поруке чак и док је возила.,"Док је Џени одговарала на поруку, одвратила је поглед од пута.",Џени је чула да се клакнер свира и схватила да је на погрешној страни пута.,Џени је наставила да вози право.,Џени је за малог избегла ауто-упаду.,2
937,Ел је хтела нови аутомобил.,Отишла је у дилерску кућу и изабрала савршену.,Дилер је помогао да се успостави план плаћања за њу.,Ел је сваког месеца платила петстотина долара за цену аутомобила.,Ел је мрзела вожњу.,Ел је била веома одговорна.,2
938,Џеј је имао проблема са аутомобилом.,Ушао је у гаражу.,Страхувао се да ће поправка бити скупа.,"Али, механик му је дао неке добре вести.",Рекао је Џеју да ће поправка коштати девет хиљада долара.,Механичар је рекао Џеју да је то била само мала поправка.,2
939,Нед је пешачио у шуми када је видео кожу под дрветом.,"Укуца се почела кретати, а затим је издавала мале плачке.",Нед се приближио и видео да је то било куп малих малих опосума.,Позвао је локалну службу за спасавање дивљих животиња и пријавио бебе опосума.,Нед је отишао у теретану после посла.,Чекао је да спасилац дивљака дође да би спасао младунце опосума.,2
940,Дон је имао пријатеља који му је спустио панталоне пред свим ученицима.,Дон је био љут и срамно због тога што је био на овај начин изложен.,Дон је одлучио да више неће бити пријатељ са тим пријатељем.,Дон је све више осећао срамоту и срамоту.,Дон се смеје искуству.,Дон никада није опростио свом пријатељу.,2
941,Једног дана сам изашао и нисам видео свог пса.,Паниковао сам.,Нисам имао појма где је била.,Изненада ме је мој комшија звао из суседне куће.,Сусед је имао мог пса.,Дао сам свог пса комшији.,1
942,Сусрела сам свог мужа да будем у Костку.,Нацртао је рогове на мојој слици и дивљачки флертовао.,"Не знам зашто сам пристао на састанак, али сам.","Пет година касније, венчали смо се.",Не волим га.,На крају смо имали децу.,2
943,Синди је била у ресторану.,И она је наручила врућу супу.,Али келнерка је заборавила да јој каже да је посуда била врућа.,"Зато је, када је примила посуду од келнерке, повредила руке.",Синди је отишла и испила хладном водом руке.,Синди је наставила да држи супу.,1
944,"Лаура је одувек волела пливање, али никада није покушала да плива на леђима.",Обично избегава удар на леђима јер не жели да јој уши уђу у воду.,Једног дана одлучује да се научи да се удара леђима од искусног пливача.,Она открива да воли трчање на леђима и да јој вода не улази у уши.,Она напорно ради на томе да усаврши своју рутину на паралелним пругама.,"Од тада, она непрестано плива на леђима.",2
945,Једног дана сам одлучио да ходам у град.,"Није било далеко од моје куће, само неколико километара!",Када сам стигао у град одлучио сам да се зауставим на кафу.,Изабрала сам једну сјајну малој продавници и седела на ручак.,Ненавидим бистро стил вечере.,Имао сам диван тренутак!,2
946,Џес је мрзео јаја салата.,"Када јој је мајка њене пријатељице послужила, знала је да мора да је поједе.","Баш кад је хтела да угризе, прошао је породични пас.",Нико није гледао па је она спуштала у правцу пса.,Пси су радо појели салат.,Џес је одлучила да направи салат од јаја.,1
947,Роби и ја смо отишли у фенси ресторан за нашу годишњицу.,Била је веома елегантна.,Обоје смо морали да се формално обуче како бисмо добили сто.,Уживали смо у ДЕСТ курсева у трајању од четири сата.,Роби и ја смо се облачили за ту прилику.,Роби и ја смо носили шорце у ресторан.,1
948,Лони је био досадан модерном животу.,Одлучио је да се сакрије.,Нашао је прозор у шуми и поставио камп.,"Прва ноћ је била страшна, јер је чуо вичење и много шрљања.",Лони није отишао у камп.,"После почетних звукова, Лони је наставио ноћ.",2
949,Боб је морао ујутру да иде на посао.,Батерија у његовом аутомобилу се борила да покрене аутомобил.,Позвао је свог комшију да му помогне.,Његов комшија је дошао и помогао му да покрене ауто.,Боб је успео на посао на време.,Боб је одлучио да оде на плажу.,1
950,Ави је била потребна авионска карта за преко земље.,Бојала се да ће бити скупо.,Тада јој је агент рекао нешто дивно.,Она је зарадила довољно километара да би платила за своју карту!,Ава је могла да лети без трошења новца на карту.,Ава је путовала аутобусом преко земље.,1
951,Моја пријатељица Шарон је била нервозна јуче.,Она је сазнала да њена компанија жели да се повуче.,"Иако је имала добру пензију, још увек је била нервозна.","Помогао сам јој да пренапише свој биографија, припремајући се за тражење посла.",Шерон је отишла и уложила свој пензијски новац.,Сада се Шарон радује новом поглављу свог живота.,2
952,Нита је играла руми са својим оцем.,Она је изгубила десет утакмица за редом!,Они су се кладили о својим бодовама на последњу утакмицу.,"Нита је играла тешко и добро, и победила је!",Нита је била тако срећна што је коначно победила свог оца на руму.,Нита је мрзела да игра руми.,1
953,Тина је имала своје прво такмичење.,Била је невероватно нервозна.,Бојила се да ће нешто поћи наопако.,"Срећом, била је сјајна.",Тина има беби одебло.,Тина је освојила друго место на такмичењу.,2
954,Нил је отишао у обилазак Таџ Махала.,Задивљао се њеном прелепом дизајну.,Онда је чуо тужну причу која се крије иза тога.,Нила је импресионирао очигледан труд љубави.,Нил је мислио да градитељ није уложио много труда.,Нил је био срећан што је видео Таџ Махал.,2
955,Марк и Франк су пливали у базену Маркве породице.,Маркова мајка им је донела губљицу.,Марк и Франк су се забављали бацајући лопту напред и уназад.,Али онда је насићена лопта случајно погодила Маркову мајку!,Марк и Франк су се велико извинили.,Марк и Франк су је поново ударили.,1
956,"Тај је био нервозан због присуства летњем кампу, не познајући никого.","Први дан, упознао је Сем док су играли фудбал.","Те ноћи, упознао је Брену на камповој ватри.","Следећег јутра, у доручку, упознао је Билла.",Сви су се висили на језеру тог поподнева.,"Сви су се дружили без њега, а он се осећао искључено.",1
957,Винс је желео нешто слатко.,Винс није желео свој уобичајени десерт од сладоледа.,Винс је возио свој аутомобил у Јогортланд.,Винс је добио 10 унци замрзнутих јогурта.,Поделио га је са слатком девојком коју је упознао.,Винс је бацио јогурт.,1
958,Нед је желео да научи да игра кошарку.,Он је висео у школској теретани гледајући тренинг.,Убрзо је имао довољно самопоуздања да сам пуца неколико оброка.,Тим га је гледао како игра и навијао.,Тим је мрзео Неда.,Недови се вештине побољшавале док је вежбао.,2
959,Бак је изгубио кућу и посао.,"Срамотан, седео је на путу ка просјеку.",Тада му је једна жена пришла и рекла му да је у близини било склониште.,"Бак је, заинтриговани, одмах отишао у склониште.",Бак је био љут што је жена рекла нешто такво.,Бак је био срећан што му је жена помогла.,2
960,Џош је волео пчеле.,Мислио је да су добри за планету.,"Једног дана, Џоша је убодила пчела.",Веома је bolelo.,Џош је налео остатак сиропа на палачинке.,Џош више не воли пчеле.,2
961,Прошле недеље смо моја девојка и ја купили три лотарија.,То није нешто што обично радимо.,Били смо очајнички у потрази за новцем.,"Чак и да је било тешко, вредило је.",Одлучили смо да идемо у зоолошки врт.,Били смо срећни што смо добили малу количину новца од карте.,2
962,Фред се увек заустављао у истој кафићи пре посла.,Познавао је привлачну барсту.,Постао је заљубљен у њу.,Коначно је Фред набрао храбрости да је позове на састанак.,Она је пристала.,Фред је рекао бармени да га остави на миру.,1
963,Једног дана је Џени била у продавници гладна.,Она је лутала око размишљајући о томе шта је хтела да једе.,"Када је стигла до печива, знала је тачно шта жели.",Узме неке колачиће и крену ка предњој страни продавнице.,Џени је купила колачиће.,Џени је нашла жваку коју је желела на предњем делу продавнице.,1
964,Боб је покуцао на врата и питао за Џени.,Џени је одговорила и отишла до аутомобила.,Џени и Боб су отишли у филм.,Боб и Џени су се добро провели.,Боб никада више није разговарао са Џени.,Боб је пољубио Џени на добру ноћ.,2
965,Имам нови камион.,"Да бих прославио, отишао сам у муду.",Возио сам кроз много блата.,мој камион је стварно прљав.,"Након тога, опрао сам свој камион на пријемном путу.",Мој камион је после тога изгледао тако сјајно.,1
966,Питер је био узбуђен што ће отићи на Сандерсов митинг у Њу Хемпширу.,"Када је Петар ушао у арену, била је пуна хиљада људи.","Када је Петар видео Бернија, похвалио је што је више могао.",Био је одушевљен што је тамо.,Није могао да сачека да гласа за њега.,Био је чврст републиканец.,1
967,Џош је писао кратке приче за једног истраживача.,Истраживач је био импресиониран Џошовим причама.,Истраживач је одлучио да Джошу да бонус.,Џош је био срећан што је добио бонус.,Џош је одбио да прихвати новац и напустио је посао.,Џош је користио бонус да би поправио свој сломљени аутомобил.,2
968,Итан је волео да прави видео на Јутјубу.,"Међутим, био је превише стидљив да прикаже било који видео запис.",Једног дана је набрао храбрости да га наметне.,Убрзо је имао стотину прегледа!,"Сада, Етан је желео да направи и да прикаже још више видео записа на Јутјуб.",Итан је одлучио да више никада не снима видео на Јутјубу.,1
969,Једног дана сам шетао у парку.,Непознат човек је дошао да ме пита за новчани новац.,Рекао сам му да немам новца.,Човек је љубазно захвалио пре него што је отишао.,"Осећајући се кривим, купио сам ресторан за туђинца.",Можда му може помоћи друга особа из парка.,2
970,Џина и њене пријатељице су биле испред школске библиотеке.,Желели су да уђу.,Али библиотекар није био у библиотеци.,Девојке нису биле сигурни где би могла да буде.,Одлучили су да је чекају.,Џина је мрзела библиотеку.,1
971,Ана је пливала у језеру.,Плила је преко целог језера и до пловила на другој страни.,"Припремила се да плива назад, али је онда престала.","Видела је огромну, застрашујућу рибу како плива у води!","Она је викала за пријатељицом, не знајући шта да уради.",Ана је заклела да више никада неће ићи на пешачење!,1
972,Један човек је свом сину купио бицикл.,То је био исти бренд бицикла који је имао као дечак.,Његов бицикл је издржао док није прерастао.,"Међутим, син је имао велосипед који се распао након само неколико недеља.",Човек је био одушевљен новим дизајном мотоцикла.,Човек је био веома узнемирен.,2
973,Џејми је хтео да позове Џек да иде на школски плес са њом.,Након школе чекала је Џек пред предњим вратима.,"Када је Џек излазио, шетао је руку за руку са другом девојком.",Хајме се замрзнуо и није могао да говори.,Хајми му је онда рекао да су завршили.,Хајми је затим отишао до њега и загрлио га.,1
974,Билијеви пријатељи су мислили да је био уплашен мачка.,Они су га изазвали да уђе у кућу која је прогањана.,Одлучио је да уђе и чак и да тамо преноћи.,Упркос томе колико је био уплашен остао је целу ноћ.,Били се осећао храбро.,Били је показао кукавицу.,1
975,Ана је управо родила девојчицу.,Желила је да јој девојка прободи уши.,Унела је своју бебу у студио и прободила јој уши.,Затим је у пирсинг причврстила ситне дијамантне шипке.,Ана је волела огрлице.,Ана није имала деце.,1
976,Сали је хтела да учини нешто посебно за своју маму.,Отишла је и купила јој дузина црвених ружа.,Њена мама је волела да их стављају у вазу на сто.,Они су се дивили ружма док су јели вечеру.,Салијева мама је бацила руже након вечере.,Салијева мајка је ценила тај напор.,2
